Iteration	Posterior	Likelihood	Prior	alpha_morpho	alpha_ofbeta	beta_ofbeta	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	cats[1]	cats[2]	cats[3]	cats[4]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
11190	-408.13	-409.679	1.54839	1.475691	0.1645463	0.9670371	15.8685	0.0978464	0.0571525	0.0405292	0.215044	0.158751	0.00758083	0.0181086	0.0159683	0.0123498	0.0299849	0.0384274	0.00198476	0.0306667	0.00672767	0.00594135	0.0581342	0.247753	0.507653	0.00871407	0.0374142	0.0209549	0.169265	0.0454671	0.277201	0.036957	0.247862	0.154061	0.0727768	0.174981	0.0683104	0.0478309	0.0329318	0.061525	0.0903944	0.255726	0.439394	0.701971	0.145944	0.44184	0.106257	0.305959	0.221543	0.584459	1.04896	2.14504	3.006855
11200	-417.58	-414.157	-3.42304	0.7568475	0.09501859	0.9478611	7.161724	0.251103	0.0763422	0.0515022	0.484654	0.150159	0.0118251	0.0324507	0.0217776	0.013175	0.154614	0.00669616	0.00834488	0.0542696	0.00461626	0.0117158	0.0544441	0.117368	0.45666	0.00455702	0.0389541	0.0250059	0.117549	0.0370356	0.348052	0.0692618	0.396374	0.546858	0.0411727	0.145858	0.102925	0.0402226	0.0768822	0.0941289	0.0808723	0.240457	0.424679	0.693442	0.101292	0.51051	0.106691	0.281506	0.0863493	0.389162	0.944241	2.58025	4.046555
11210	-406.57	-408.675	2.10462	0.5284162	0.08924433	0.5703051	8.867058	0.0612042	0.0568554	0.0619298	0.0966736	0.145135	0.0301001	0.0143988	0.00757242	0.00587454	0.0995309	0.0100433	0.00282066	0.0391512	0.00174975	0.0283305	0.120817	0.212566	0.586682	0.0043817	0.0483684	0.0378646	0.180197	0.0380088	0.270559	0.0302359	0.405916	0.23846	0.0833291	0.234383	0.0629752	0.137663	0.0832201	0.033364	0.0975763	0.285941	0.492496	0.762226	0.118073	0.425075	0.12871	0.328142	0.0387678	0.270062	0.839892	2.85128	3.47036
11220	-407.252	-412.22	4.96711	1.151128	0.3924701	0.919478	13.57178	0.0592017	0.0112971	0.0163573	0.036152	0.172462	0.0209876	0.0131492	0.00657197	0.0105148	0.349572	0.0116548	0.0028453	0.0922216	0.00265424	0.0355883	0.238443	0.0973259	0.257396	0.00920499	0.0145532	0.022014	0.152724	0.0532652	0.228165	0.0187868	0.199421	0.219829	0.0390026	0.153074	0.106787	0.183824	0.0564621	0.0366094	0.127172	0.313752	0.498388	0.742441	0.173503	0.459474	0.139126	0.227897	0.166085	0.517899	1.02114	2.29488	2.928119
11230	-400.282	-407.187	6.90587	0.6371272	0.7491035	0.8973302	15.15669	0.0449941	0.0162375	0.0782019	0.043157	0.150164	0.0158364	0.00308683	0.0164069	0.0298804	0.272182	0.0161376	0.00962648	0.101598	0.00711302	0.0334224	0.067375	0.0840151	0.351987	0.0078947	0.0270443	0.0364163	0.208167	0.0586484	0.0912263	0.0349103	0.125786	0.232694	0.014822	0.174207	0.181251	0.11261	0.0690279	0.00929541	0.182268	0.387049	0.565623	0.78376	0.18685	0.440083	0.159242	0.213826	0.0608448	0.332291	0.899139	2.70772	2.725422
11240	-398.749	-417.846	19.0974	1.279806	0.6149826	0.8626226	18.81871	0.0756298	0.0498568	0.0188114	0.045131	0.0812711	0.0146193	0.00210185	0.0105542	0.0289569	0.210142	0.0102754	0.00256373	0.0360077	0.00342807	0.0275811	0.0470603	0.0536991	0.159409	0.0297203	0.0463479	0.0148803	0.119358	0.0430686	0.118208	0.0138862	0.120487	0.0249718	0.00779262	0.14223	0.141599	0.132819	0.0263813	0.00377347	0.164728	0.366872	0.549643	0.776337	0.0949072	0.699883	0.0694392	0.135771	0.189218	0.547269	1.03437	2.22914	1.862621
11250	-388.501	-404.862	16.3606	1.218601	0.6517797	1.487267	13.48981	0.0577174	0.0474496	0.0325533	0.0531775	0.0465743	0.0185294	0.00314072	0.0126043	0.021754	0.0907943	0.0187989	0.002038	0.0664922	0.00169251	0.0393946	0.0430943	0.128845	0.303183	0.0328737	0.0291046	0.00731775	0.104132	0.0538685	0.13438	0.0718597	0.0645365	0.0585126	0.0144212	0.149832	0.161438	0.135363	0.0113468	0.00457561	0.134868	0.303636	0.465508	0.692279	0.0486346	0.536488	0.33031	0.0845673	0.178408	0.533864	1.02852	2.25921	2.021394
11260	-397.812	-408.433	10.6216	1.706005	1.284549	1.296497	14.04866	0.0456962	0.0239517	0.026531	0.00764966	0.0550607	0.0310895	0.0103333	0.0330007	0.0430305	0.0411029	0.0258233	0.000641457	0.0145941	0.00389453	0.0397164	0.0384806	0.150419	0.540933	0.0526927	0.0136734	0.0105601	0.114998	0.0640516	0.158939	0.0789262	0.175038	0.103709	0.0109887	0.146206	0.0894602	0.198894	0.0143987	0.00624746	0.224731	0.419531	0.577521	0.773001	0.0290453	0.643107	0.255986	0.0718617	0.255465	0.619604	1.06053	2.0644	2.370733
11270	-393.366	-404.038	10.6718	0.6588232	0.8297122	1.65613	15.02565	0.0379141	0.00629828	0.0370665	0.0134832	0.0531346	0.015528	0.00987914	0.0431522	0.0815151	0.0603298	0.014343	0.00171009	0.0374559	0.011476	0.0191433	0.0780488	0.0663972	0.406322	0.0476542	0.0720626	0.0526367	0.0579623	0.0541102	0.119793	0.0615321	0.166227	0.143147	0.0152213	0.315881	0.115552	0.17369	0.0272115	0.008046	0.149281	0.317729	0.47364	0.690893	0.124314	0.339076	0.371784	0.164826	0.0654242	0.343436	0.908599	2.68254	2.423925
11280	-408.218	-409.014	0.796314	0.3655423	2.017792	2.630323	7.435496	0.0503223	0.00144301	0.0834053	0.0123779	0.0629339	0.00655405	0.0334831	0.00897398	0.0854542	0.0988121	0.150639	0.00133882	0.0161687	0.0092849	0.0583121	0.180373	0.0857387	0.407742	0.0484529	0.0321947	0.0863227	0.0591554	0.0204133	0.228866	0.0180727	0.231473	0.409079	0.00772092	0.320824	0.0617261	0.137056	0.0158611	0.0264176	0.22587	0.385411	0.514276	0.690171	0.0391441	0.162846	0.694108	0.103902	0.0120733	0.155588	0.691129	3.14121	3.056992
11290	-390.509	-405.783	15.2739	0.6734113	1.601751	1.979291	13.80152	0.0715084	0.0053837	0.0280831	0.00265984	0.0477801	0.00848209	0.0127687	0.002689	0.0385064	0.138357	0.0575314	0.0117384	0.0349508	0.0115531	0.0464702	0.0457969	0.128783	0.24991	0.0413891	0.0225976	0.0273485	0.0334659	0.0161863	0.124395	0.0196519	0.140302	0.211286	0.0040919	0.228473	0.0767425	0.113479	0.010357	0.0268813	0.2185	0.391726	0.533442	0.721037	0.043985	0.311598	0.547283	0.0971341	0.0685204	0.35071	0.914602	2.66617	2.039599
11300	-390.686	-408.387	17.7009	1.231711	0.6187141	1.23378	17.83356	0.0450119	0.00756275	0.0504864	0.00413484	0.0980234	0.0102421	0.0148621	0.0109567	0.0267533	0.136609	0.0333801	0.021883	0.049445	0.0260876	0.0406755	0.0358397	0.0538185	0.215348	0.123003	0.0357194	0.0199828	0.0598969	0.0115658	0.0375681	0.0508311	0.0978144	0.143369	0.0265804	0.259994	0.0563009	0.0962073	0.0200263	0.0170688	0.142778	0.322721	0.492901	0.722292	0.0761171	0.256221	0.584511	0.0831509	0.180753	0.536817	1.02983	2.2526	1.937049
11310	-402.037	-406.644	4.60778	0.9828847	0.7240146	1.039404	9.33825	0.0144732	0.00518632	0.0485539	0.00221207	0.0556654	0.0240728	0.00670331	0.0174178	0.0217463	0.24029	0.0689321	0.00890959	0.0569188	0.0181701	0.107326	0.174494	0.10097	0.622074	0.213058	0.0509866	0.0278405	0.0587506	0.00787187	0.058262	0.00837743	0.0458369	0.1537	0.0415379	0.488508	0.0347812	0.215849	0.0140312	0.0196889	0.168804	0.364031	0.538842	0.760715	0.0382574	0.14983	0.750555	0.0613582	0.133526	0.471546	0.997105	2.39782	3.033197
11320	-397.591	-409.945	12.3539	0.9646993	0.2824592	0.782175	11.02638	0.00878348	0.0285858	0.069297	0.00441668	0.0945313	0.0156336	0.00418496	0.0269231	0.052955	0.286399	0.137608	0.0108003	0.0312788	0.0250752	0.0192865	0.132741	0.149941	0.289784	0.0489119	0.029257	0.0399002	0.10842	0.0145605	0.054057	0.00710362	0.0234656	0.0987375	0.050571	0.317557	0.0376443	0.105383	0.0624676	0.0117698	0.117738	0.306374	0.49872	0.751049	0.0361226	0.131682	0.789104	0.0430908	0.129858	0.465878	0.993895	2.41037	2.398032
11330	-399.51	-408.929	9.41827	0.6970908	0.1594241	0.7655638	10.29436	0.0158329	0.0263004	0.125019	0.0135547	0.0780275	0.0309137	0.00593269	0.0334099	0.0429112	0.22351	0.264639	0.0765191	0.0121241	0.0230396	0.032822	0.119211	0.0933889	0.289293	0.0312336	0.057763	0.0314091	0.0232537	0.00788962	0.139386	0.0169795	0.0129424	0.0695601	0.0582859	0.499853	0.12216	0.0309881	0.0640834	0.0150601	0.0988465	0.278043	0.472441	0.736213	0.0368772	0.0869793	0.665492	0.210652	0.073567	0.362154	0.923786	2.64049	2.687298
11340	-410.714	-416.351	5.63746	1.683364	0.2745674	0.9152681	10.89927	0.0114292	0.0167337	0.0791057	0.0467861	0.117984	0.0198342	0.00581251	0.0364001	0.0799846	0.279589	0.357336	0.0521838	0.0127403	0.0144304	0.0638689	0.11302	0.128512	0.409944	0.0767189	0.101659	0.0111936	0.0179341	0.00649668	0.0511382	0.0364136	0.0541009	0.146511	0.0526925	0.390562	0.0898796	0.0261414	0.0190942	0.00580285	0.109367	0.28777	0.473789	0.72736	0.0892335	0.156055	0.394269	0.360443	0.25231	0.616481	1.05959	2.07162	2.932032
11350	-416.743	-416.823	0.0799581	3.434899	0.1265978	0.8285108	9.90517	0.0143577	0.0143929	0.0906555	0.0357042	0.105589	0.0356436	0.0103084	0.046573	0.0653526	0.288186	0.475333	0.105516	0.0219739	0.0423925	0.0356156	0.127865	0.143983	0.283154	0.131235	0.100662	0.0122381	0.0045067	0.0136894	0.0610031	0.036567	0.0454972	0.270364	0.0433226	0.523292	0.125888	0.0106787	0.00953089	0.00460588	0.0906438	0.261829	0.452798	0.719678	0.0294015	0.0576282	0.816469	0.0965008	0.420339	0.75308	1.08396	1.74262	3.335676
11360	-408.815	-411.429	2.61411	0.5727596	0.03260963	0.6641878	9.471042	0.012839	0.0211392	0.0546167	0.036906	0.137877	0.0214933	0.0107452	0.0718737	0.0396641	0.0859302	0.434017	0.153314	0.043602	0.0246681	0.0163724	0.0841956	0.141938	0.444292	0.379909	0.191448	0.00765509	0.00267936	0.0183805	0.0692654	0.012009	0.028163	0.24722	0.0125022	0.459347	0.112387	0.00866901	0.0110047	0.00736456	0.0831803	0.256691	0.457419	0.734318	0.0864972	0.169538	0.58954	0.154425	0.0475428	0.296787	0.866759	2.78891	3.403487
11370	-403.511	-413.175	9.66381	0.6456634	0.01106375	0.2581975	11.38092	0.00854321	0.0330745	0.0304518	0.0577399	0.17013	0.0104696	0.00817275	0.0423443	0.0545569	0.0392865	0.313392	0.0579373	0.0576212	0.0241859	0.00834775	0.0430841	0.12246	0.370008	0.115644	0.0477227	0.0082282	0.00268403	0.0395379	0.0411715	0.0121449	0.0297918	0.269662	0.014814	0.438164	0.168681	0.0160182	0.0415674	0.0455168	0.103416	0.316145	0.546126	0.816504	0.136478	0.207907	0.400193	0.255423	0.0626423	0.336724	0.90294	2.69769	2.743153
11380	-408.596	-419.772	11.1762	1.630292	0.05801517	0.2767827	11.40425	0.00433298	0.0074667	0.0183499	0.015868	0.116036	0.0274594	0.0159352	0.025636	0.0334192	0.0345889	0.152302	0.146367	0.0795001	0.0155235	0.0241708	0.0871721	0.123625	0.219268	0.153942	0.0929343	0.0132716	0.00132856	0.0261845	0.0189313	0.0472452	0.0374538	0.124232	0.0480194	0.468691	0.24799	0.0105731	0.0283861	0.0521491	0.111398	0.327562	0.554611	0.819032	0.192072	0.240769	0.314651	0.252508	0.244766	0.608899	1.05724	2.0891	2.518353
11390	-399.596	-410.732	11.1358	1.280918	0.01995805	0.5632376	10.84704	0.00476728	0.020078	0.0362337	0.0364843	0.0649987	0.0361414	0.00874831	0.0282239	0.0453129	0.0740416	0.234077	0.0666375	0.0654126	0.0362747	0.0219741	0.0446559	0.0671672	0.374643	0.179264	0.0637742	0.00725257	0.00210808	0.0106599	0.0371775	0.0193556	0.0740695	0.234727	0.014656	0.383952	0.0724586	0.0134394	0.0738398	0.0660241	0.0860084	0.266803	0.474316	0.752246	0.224788	0.294767	0.333237	0.147208	0.189412	0.547504	1.03447	2.22861	2.518631
11400	-393.151	-410.233	17.082	1.058439	0.04042551	0.2103063	12.22401	0.00885838	0.0113765	0.028345	0.0549089	0.115463	0.0183436	0.011183	0.0426732	0.0153117	0.0976445	0.0734884	0.0333252	0.0267678	0.0636898	0.0387441	0.0920362	0.0256614	0.375897	0.108572	0.035708	0.00682869	0.00239322	0.0104741	0.0694974	0.0147916	0.120781	0.109608	0.0115377	0.253421	0.113118	0.00573797	0.0653637	0.032429	0.113269	0.33594	0.56841	0.831425	0.173187	0.357408	0.385557	0.083847	0.148465	0.493639	1.00905	2.34885	2.093979
11410	-406.474	-415.609	9.13459	0.726256	0.02826269	0.1148191	15.48847	0.0028345	0.0233923	0.0998884	0.0163178	0.172561	0.0290118	0.0239702	0.0311302	0.0162218	0.104124	0.229181	0.0429047	0.0676915	0.0789976	0.0517511	0.110806	0.0348864	0.206774	0.160288	0.0382197	0.0047425	0.00370189	0.00376016	0.199209	0.00597514	0.168642	0.164974	0.00362758	0.308621	0.165396	0.0145762	0.0534452	0.0186841	0.119357	0.35415	0.594119	0.851597	0.246629	0.325617	0.351263	0.0764912	0.079803	0.375659	0.934223	2.61031	2.656305
11420	-406.914	-417.273	10.3593	2.607861	0.01431039	0.2279841	13.34344	0.00138784	0.0272142	0.0770337	0.0430578	0.101626	0.0449935	0.0104578	0.0248351	0.0145622	0.159377	0.126576	0.0146981	0.103762	0.044952	0.00716511	0.0564004	0.0160685	0.31908	0.11252	0.00788896	0.00814732	0.00671424	0.00226412	0.0583607	0.0203993	0.157836	0.247937	0.00606837	0.179491	0.376341	0.008598	0.0868031	0.0339544	0.106427	0.323499	0.555668	0.823821	0.174629	0.356901	0.440269	0.028202	0.35645	0.707211	1.07975	1.85659	2.506571
11430	-399.305	-409.226	9.92173	1.63115	0.01785045	0.1952575	13.05602	0.000960901	0.026815	0.0748562	0.0196977	0.114962	0.0250528	0.0129859	0.0547299	0.032193	0.118613	0.17265	0.0160817	0.107048	0.042687	0.0126794	0.0453895	0.034709	0.363037	0.311869	0.0150166	0.0150011	0.0204127	0.00445435	0.110411	0.0307656	0.244459	0.0512553	0.00595583	0.259109	0.1892	0.00765631	0.0662814	0.0146765	0.109844	0.331774	0.566284	0.831774	0.141254	0.586284	0.243933	0.0285291	0.24489	0.609024	1.05728	2.08881	2.621672
11440	-406.49	-418.94	12.4503	0.7567731	0.04775594	0.1021554	15.12017	0.000323524	0.0177522	0.0813261	0.0185744	0.222163	0.00773453	0.0111751	0.0345204	0.0363509	0.0637384	0.372288	0.0153501	0.10382	0.0112405	0.0107199	0.0763831	0.0261319	0.145058	0.168936	0.0166691	0.031676	0.0331093	0.004392	0.047663	0.0239342	0.281871	0.0840643	0.00997531	0.180854	0.143149	0.0223071	0.0907418	0.0576036	0.12491	0.363916	0.603695	0.856872	0.0542292	0.58266	0.325893	0.0372179	0.0863334	0.38913	0.944218	2.58032	2.451594
11450	-401.434	-417.934	16.5001	1.69994	0.2606373	0.0605131	14.4393	0.00015202	0.0350084	0.0603418	0.03127	0.0429764	0.0635034	0.0306855	0.0410919	0.0146918	0.105382	0.148236	0.0213141	0.0233708	0.00694966	0.0246981	0.0757005	0.0384831	0.195403	0.0791402	0.0440739	0.0165644	0.0173481	0.00703377	0.0917256	0.0792604	0.148359	0.0284834	0.0137779	0.257303	0.200006	0.0351213	0.0390426	0.0971757	0.177074	0.44023	0.668327	0.886805	0.0414496	0.578877	0.323373	0.0563004	0.254623	0.618774	1.06029	2.06632	2.113673
11460	-396.36	-404.827	8.46691	1.375252	0.2457605	0.132126	9.928104	0.000164016	0.0580123	0.0773986	0.0611798	0.044177	0.0374169	0.0113103	0.0223894	0.0172844	0.119006	0.211166	0.0224263	0.0783316	0.00580811	0.0297284	0.0622039	0.0349861	0.239381	0.0832985	0.0453356	0.0338404	0.0536183	0.0193072	0.0640816	0.0252394	0.244127	0.0423585	0.00721905	0.728557	0.16885	0.0675002	0.0240682	0.0162534	0.164704	0.416867	0.643024	0.870981	0.0681341	0.491753	0.383774	0.0563391	0.205392	0.566383	1.04217	2.18605	2.756023
11470	-400.361	-414.582	14.2214	0.7920228	0.5666581	0.5451273	12.83034	0.000178451	0.0475847	0.0325358	0.0177483	0.0733279	0.0352764	0.00939819	0.0200075	0.00471314	0.217189	0.0769846	0.0189099	0.0843911	0.00577581	0.021542	0.0704506	0.230383	0.0863379	0.137267	0.0804441	0.0295553	0.0683199	0.00618289	0.0435462	0.022691	0.147236	0.0557771	0.0101868	0.413541	0.112995	0.0317154	0.0318217	0.0426839	0.182425	0.406595	0.601661	0.823158	0.0460314	0.601977	0.316782	0.0352105	0.0938601	0.403902	0.95472	2.54752	2.286698
11480	-401.853	-410.962	9.10898	0.8982719	0.5094184	0.9928187	11.33986	0.000985508	0.0634368	0.049476	0.035143	0.0289129	0.0135761	0.0109601	0.012754	0.0037975	0.305519	0.138176	0.0920456	0.137673	0.0116633	0.0513603	0.0544724	0.147616	0.220875	0.152707	0.078681	0.0458161	0.0612231	0.0408912	0.11807	0.0157032	0.134763	0.0681566	0.0217022	0.363353	0.115848	0.0233088	0.0257832	0.0167629	0.140549	0.32917	0.509229	0.745	0.0352226	0.460625	0.462008	0.0421453	0.116236	0.443885	0.980863	2.45902	2.661214
11490	-406.804	-419.369	12.5647	1.044139	0.2235017	0.2984631	13.72439	0.000821316	0.0239012	0.0663077	0.124192	0.0619379	0.0108518	0.0262789	0.0343689	0.00543122	0.0587065	0.122387	0.0882575	0.0435298	0.00605675	0.0228873	0.0729786	0.0349519	0.102631	0.125349	0.110757	0.044349	0.0588054	0.0265309	0.0696783	0.0359229	0.376789	0.0267106	0.0277778	0.311456	0.148656	0.095843	0.023938	0.0429528	0.142505	0.372037	0.59114	0.834872	0.0405021	0.384512	0.485284	0.089702	0.145676	0.489628	1.00695	2.35775	2.431993
11500	-406.54	-420.326	13.7859	1.772735	0.1322569	0.6892976	10.3684	0.00177106	0.0147138	0.130381	0.0353633	0.0874704	0.0102738	0.00703988	0.0302614	0.00432324	0.039612	0.125675	0.016672	0.0324386	0.0122124	0.0114834	0.104133	0.0667685	0.0997352	0.157568	0.131289	0.0258361	0.040067	0.0145597	0.0568884	0.0377385	0.286214	0.0275345	0.0202959	0.357518	0.0349459	0.047968	0.0302782	0.0754471	0.0983517	0.280935	0.479842	0.746025	0.0162291	0.227802	0.688491	0.0674786	0.26455	0.628444	1.0631	2.0439	2.174477
11510	-396.397	-410.924	14.5269	1.456978	0.2207638	0.284349	15.28637	0.00135383	0.0354744	0.0469056	0.0350689	0.070032	0.012738	0.00281119	0.0517817	0.0152881	0.129343	0.186364	0.0222438	0.0079077	0.0287231	0.00968771	0.179228	0.0573342	0.2028	0.116114	0.133763	0.0388784	0.0364677	0.0234783	0.0271113	0.0163421	0.039825	0.0220332	0.0133634	0.442132	0.0456093	0.0504141	0.0324594	0.108401	0.14329	0.374269	0.594245	0.837432	0.0124302	0.146061	0.803479	0.0380302	0.218599	0.581235	1.04779	2.15237	2.241476
11520	-402.932	-413.977	11.0448	0.5779408	0.5365192	1.08898	12.27929	0.00274533	0.0596545	0.041733	0.0494923	0.196456	0.024201	0.00520064	0.0357091	0.05247	0.26017	0.236018	0.00684104	0.00588882	0.0154776	0.0515573	0.0945594	0.0164003	0.097179	0.0743592	0.266393	0.0411395	0.0196599	0.0310488	0.07356	0.0158526	0.0462989	0.0195055	0.0248026	0.3779	0.0637049	0.0852789	0.0548564	0.0684976	0.13905	0.323183	0.499324	0.733679	0.0127433	0.182221	0.772129	0.0329067	0.0485926	0.299786	0.869634	2.78199	2.514611
11530	-397.39	-402.53	5.13932	0.6420382	0.6976981	1.041615	9.678965	0.00510944	0.0401181	0.0363598	0.0482782	0.131775	0.00632059	0.0193057	0.0246928	0.0343514	0.235106	0.260587	0.00517859	0.00537186	0.0377651	0.0129074	0.0568405	0.0353002	0.143009	0.038167	0.143388	0.0290502	0.0167423	0.0213881	0.150818	0.0374463	0.0888892	0.0284258	0.0379746	0.644541	0.146088	0.390376	0.0275111	0.0851718	0.164919	0.359042	0.53427	0.757823	0.0310368	0.254629	0.673841	0.0404931	0.0618782	0.334849	0.901338	2.70193	3.024354
11540	-411.342	-414.878	3.53628	0.9167904	0.7521798	0.7718206	10.16759	0.00565588	0.0158095	0.0299391	0.00931789	0.0986433	0.00327173	0.038009	0.0292164	0.0583354	0.145236	0.0799341	0.0126863	0.00652467	0.0221201	0.0234852	0.0424758	0.11091	0.211377	0.0745835	0.376966	0.0557232	0.0399856	0.0302598	0.0761611	0.0821465	0.0912219	0.0387498	0.0997736	0.586659	0.292933	0.287698	0.0306133	0.0746405	0.192508	0.405655	0.587823	0.802867	0.0740692	0.393234	0.473466	0.059231	0.120067	0.450228	0.984717	2.44499	3.181063
11550	-421.901	-411.245	-10.6557	1.275464	0.8051783	0.8902449	8.760008	0.00387947	0.0322061	0.0191871	0.0193233	0.128182	0.00670035	0.0241368	0.021104	0.0975982	0.0411347	0.0265642	0.0135737	0.00369729	0.0367326	0.0549245	0.116864	0.108683	0.778078	0.388176	0.283283	0.0523801	0.051584	0.140896	0.0523376	0.0686757	0.0162573	0.114747	0.101071	0.774759	0.357279	0.456126	0.0386241	0.293822	0.191003	0.397909	0.575339	0.789709	0.0257957	0.632353	0.294064	0.0477876	0.188463	0.546349	1.03398	2.23121	4.722589
11560	-407.509	-402.771	-4.73809	0.8328342	2.184529	1.922381	5.585541	0.00938444	0.0572854	0.0197947	0.0463704	0.0927315	0.006222	0.0265656	0.0153299	0.0249588	0.0567085	0.0337235	0.00792415	0.0115063	0.0218567	0.0387979	0.0586021	0.0920656	0.595053	0.2684	0.164834	0.0670167	0.0909621	0.135669	0.0312883	0.0558276	0.0220285	0.174248	0.0770371	0.518447	0.174994	0.346143	0.0438104	0.0639973	0.277422	0.455868	0.591215	0.761347	0.0251117	0.766324	0.188811	0.0197523	0.102524	0.420025	0.965653	2.5118	3.449583
11570	-406.843	-410.382	3.5389	1.212771	2.432107	2.066342	13.70089	0.0508581	0.024211	0.00658009	0.047448	0.0741317	0.00419002	0.0124323	0.0185002	0.0151581	0.0604586	0.0242027	0.00223413	0.0137669	0.0183319	0.0337057	0.0822365	0.0775799	0.396147	0.278658	0.216699	0.0544292	0.115606	0.133624	0.0501177	0.160008	0.00897533	0.0518141	0.0887433	0.329957	0.113859	0.138313	0.0448376	0.0408001	0.290354	0.465268	0.596131	0.760817	0.0343759	0.634671	0.299942	0.0310108	0.17736	0.532535	1.02792	2.26218	2.788613
11580	-404.254	-412.207	7.95303	0.6270749	1.885494	2.063404	10.3325	0.0225427	0.0650342	0.00806513	0.056806	0.169036	0.00181435	0.0268308	0.042559	0.0326446	0.0594895	0.0528315	0.00319215	0.00664976	0.0104644	0.0267277	0.0534891	0.125453	0.143332	0.182955	0.0538627	0.0515005	0.143833	0.0451261	0.0572066	0.155849	0.00493641	0.0672849	0.0182399	0.241423	0.155942	0.15229	0.0229718	0.283993	0.241636	0.414896	0.552222	0.731432	0.0541131	0.679752	0.248185	0.0179499	0.0587359	0.326991	0.894527	2.71975	2.544376
11590	-392.519	-403.869	11.3501	1.333354	1.308431	1.19622	10.46115	0.0410524	0.0295991	0.0106878	0.0670179	0.0343654	0.00504826	0.00773958	0.00682507	0.0616866	0.0600339	0.0436707	0.00660015	0.00554025	0.00611047	0.039573	0.0778901	0.0949829	0.193051	0.104376	0.0861632	0.0200858	0.207012	0.0613876	0.0303045	0.0848484	0.0126913	0.0751866	0.0740076	0.365702	0.0623393	0.140341	0.0525356	0.127014	0.234834	0.434424	0.593782	0.78678	0.0434993	0.713482	0.235625	0.00739382	0.198394	0.558244	1.03893	2.20444	2.295469
11600	-401.73	-403.335	1.60489	2.032031	1.555964	2.296198	7.936366	0.0619007	0.0700147	0.038218	0.0378489	0.0619636	0.00365516	0.00207539	0.0494831	0.126688	0.0353145	0.076963	0.0106837	0.0125092	0.0296388	0.0540444	0.115318	0.098444	0.278402	0.201269	0.0733585	0.0310625	0.226911	0.0697631	0.0749314	0.045599	0.0201119	0.114412	0.0334898	0.225045	0.0205646	0.323243	0.0213872	0.266621	0.198673	0.361786	0.49894	0.687624	0.0279053	0.426971	0.539425	0.00569838	0.297069	0.658377	1.07077	1.97378	2.910935
11610	-408.249	-408.266	0.0169824	1.102849	0.708227	1.391134	6.509915	0.0510624	0.107621	0.0838122	0.0184635	0.0366543	0.0055752	0.00067732	0.0364146	0.108712	0.0524496	0.0730078	0.00606515	0.0168086	0.00712539	0.0946905	0.091067	0.110255	0.334861	0.583195	0.1252	0.0183344	0.0889117	0.0533979	0.0686079	0.09278	0.00863447	0.0476808	0.073406	0.285284	0.0187263	0.288236	0.0294402	0.226996	0.146666	0.322436	0.486766	0.710954	0.04967	0.40771	0.536018	0.00660191	0.157006	0.505623	1.01515	2.32222	3.244153
11620	-395.617	-401.565	5.94794	1.208708	1.186872	1.508205	17.20399	0.0273013	0.110503	0.0374671	0.0426356	0.0252545	0.00682571	0.00210224	0.0295146	0.0659074	0.0845574	0.0467213	0.0035455	0.0144804	0.00455221	0.0405526	0.0590537	0.115673	0.381571	0.137309	0.168131	0.0323015	0.0742317	0.0789377	0.0660022	0.184494	0.00916815	0.0179368	0.0449908	0.239008	0.00544743	0.346913	0.00839053	0.0703456	0.199574	0.383738	0.539143	0.740663	0.0544308	0.3894	0.547389	0.00877968	0.176627	0.531604	1.0275	2.26427	2.581826
11630	-388.781	-405.615	16.8336	0.8294018	0.6792774	1.77102	12.89517	0.0161287	0.0212742	0.068274	0.0398956	0.0237556	0.00974965	0.000942866	0.0304833	0.035671	0.10354	0.0290493	0.00799361	0.0324343	0.00368841	0.0486087	0.0677359	0.0667344	0.290686	0.0830368	0.21061	0.0290795	0.0923336	0.0301453	0.0194627	0.0944699	0.010483	0.0288288	0.0255152	0.372043	0.00647256	0.0495555	0.0122531	0.0168932	0.126518	0.284263	0.437753	0.660828	0.0903083	0.443443	0.461657	0.00459172	0.101798	0.418707	0.96478	2.51471	1.977827
11640	-393.146	-400.723	7.57676	2.029269	2.771739	2.884142	10.11201	0.0183421	0.0416075	0.0984851	0.0680789	0.0236125	0.0167261	0.00185209	0.0360318	0.0449297	0.318563	0.0372474	0.00432804	0.0213572	0.00692	0.018904	0.1122	0.063116	0.253639	0.204629	0.107922	0.0155412	0.114263	0.0585369	0.0293335	0.0441733	0.0460212	0.021719	0.0268217	0.346823	0.00787906	0.0441216	0.0023655	0.00746978	0.274271	0.431956	0.552235	0.712175	0.0991625	0.63296	0.260796	0.00708156	0.296744	0.65809	1.07071	1.97446	2.26356
