Iteration	Posterior	Likelihood	Prior	alpha_morpho	alpha_ofbeta	beta_ofbeta	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	cats[1]	cats[2]	cats[3]	cats[4]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
420	-392.935	-406.185	13.2496	0.5103894	0.5021339	0.3623361	12.03405	0.0347933	0.091673	0.0608777	0.0205713	0.061062	0.0223083	0.0146036	0.00786652	0.0570862	0.0156037	0.0177674	0.0547422	0.00810667	0.011593	0.00224553	0.0552989	0.136213	0.519794	0.282568	0.0940616	0.0247361	0.0722959	0.270161	0.210265	0.0197029	0.026117	0.00822067	0.00821113	0.0187761	0.0233726	0.032059	0.0268438	0.0906508	0.1892	0.42762	0.631435	0.849354	0.230231	0.559044	0.0430981	0.167627	0.0353292	0.258644	0.827683	2.87834	2.400248
430	-390.779	-404.154	13.3747	0.362676	0.4822913	0.6449865	14.0309	0.00580101	0.0434372	0.0251403	0.0242426	0.022283	0.0401205	0.00641973	0.00916551	0.0717543	0.017298	0.0691141	0.023222	0.0110679	0.0154154	0.00292362	0.0506716	0.178191	0.315224	0.484726	0.175642	0.00507237	0.049624	0.238577	0.21091	0.0201239	0.0166843	0.0130454	0.00196153	0.017543	0.0143364	0.0566094	0.0472242	0.0905706	0.15978	0.371937	0.566043	0.798191	0.0887999	0.613891	0.0462014	0.251108	0.0117185	0.153378	0.687513	3.14739	2.374143
440	-398.844	-416.146	17.3023	0.2123604	0.1713384	0.9015673	17.03849	0.00597676	0.0266485	0.0744742	0.0371126	0.0233303	0.0144683	0.00638821	0.0193091	0.037639	0.0315594	0.121166	0.04506	0.0275921	0.0141798	0.00455236	0.031057	0.0991428	0.12932	0.271856	0.242004	0.00363845	0.0299219	0.306222	0.221941	0.0235801	0.0404694	0.00612012	0.00602324	0.0150034	0.00186478	0.0684871	0.0137467	0.0775563	0.0942469	0.264637	0.451696	0.714151	0.146062	0.421059	0.0842771	0.348602	0.000793899	0.0411967	0.415141	3.54287	2.077412
450	-400.187	-411.449	11.262	0.5836348	0.420524	0.8483487	12.38726	0.017428	0.0137867	0.0633315	0.156432	0.0478366	0.0323351	0.00470254	0.0118451	0.0713184	0.0305403	0.0768213	0.0740557	0.015174	0.0132523	0.0100799	0.0497705	0.0839107	0.267403	0.5772	0.281845	0.00818674	0.0486838	0.241946	0.118424	0.0177945	0.0386996	0.00604277	0.00417454	0.0440297	0.00797031	0.0432686	0.0324074	0.0143742	0.135686	0.328962	0.516177	0.757419	0.133977	0.378968	0.105288	0.381766	0.0497512	0.303052	0.872735	2.77446	2.52507
460	-397.73	-414.458	16.7281	0.4539639	0.2151805	1.014628	12.49898	0.0110937	0.00946814	0.0886713	0.122196	0.0303633	0.022912	0.00313183	0.0604334	0.0247247	0.0190811	0.24361	0.0250338	0.00720829	0.0183477	0.016189	0.0612735	0.0433281	0.21326	0.135385	0.323277	0.0549617	0.0601815	0.183362	0.121974	0.0128279	0.0567636	0.00168522	0.0020562	0.0649476	0.015126	0.0203242	0.0208234	0.00656934	0.0958613	0.262738	0.44417	0.702188	0.137744	0.443547	0.0656682	0.353042	0.0252066	0.220804	0.783649	2.97034	2.100589
470	-398.668	-415.916	17.2487	1.210517	0.4578504	1.222661	20.11298	0.0189901	0.00996543	0.0491271	0.125391	0.0474549	0.0217492	0.00724757	0.0161686	0.023975	0.0144113	0.192486	0.0780675	0.0197841	0.013572	0.0244034	0.051374	0.092544	0.201429	0.403766	0.125877	0.0308852	0.03072	0.157958	0.024393	0.0148876	0.0363218	0.00127531	0.0141438	0.0137963	0.0135556	0.0367812	0.00677763	0.00501442	0.121204	0.293312	0.46526	0.704625	0.146426	0.410736	0.177763	0.265075	0.176954	0.532019	1.02769	2.26334	1.924292
480	-400.991	-414.083	13.0915	1.623369	0.4993673	1.046851	11.87347	0.0145006	0.0358371	0.0313446	0.0517128	0.0671557	0.0412055	0.00491368	0.0193331	0.0564532	0.00715194	0.281488	0.0186979	0.0395061	0.0175009	0.0168046	0.0365048	0.121316	0.246441	0.420451	0.140597	0.0984582	0.0609094	0.21059	0.0387749	0.0169317	0.0574135	0.00306207	0.0462304	0.0160146	0.0250381	0.0128283	0.00365982	0.00141166	0.136007	0.320716	0.498881	0.735625	0.147881	0.435671	0.108454	0.307994	0.243767	0.607881	1.05691	2.09144	2.260238
490	-409.917	-414.832	4.91533	1.387314	1.586107	1.226381	10.16069	0.0184846	0.0497435	0.0830874	0.19577	0.227073	0.0207867	0.0128893	0.0294112	0.0175891	0.00416037	0.364773	0.0079363	0.0322463	0.0157048	0.0144903	0.0532303	0.132566	0.409016	0.198852	0.308166	0.046295	0.011796	0.302789	0.0275764	0.0146684	0.0430882	0.0047507	0.0613337	0.0635406	0.0157845	0.0684355	0.0150466	0.00122986	0.265165	0.465362	0.618627	0.800343	0.2459	0.428883	0.0864806	0.238736	0.207378	0.568658	1.04306	2.18091	2.872311
500	-405.061	-412.298	7.23679	0.5549658	1.035755	0.8913911	11.4681	0.0362137	0.038471	0.0375224	0.135439	0.0826527	0.015598	0.0449104	0.0204765	0.0146426	0.00408444	0.208401	0.014095	0.0348867	0.0139444	0.0100682	0.0827732	0.149765	0.455263	0.453178	0.134878	0.0133061	0.0199986	0.363762	0.0762659	0.00840608	0.0456168	0.00483401	0.0705207	0.0243569	0.068661	0.104975	0.0247531	0.00499408	0.223649	0.435407	0.606952	0.807513	0.0968817	0.584983	0.0614708	0.256665	0.0439737	0.286293	0.856482	2.81325	2.817714
510	-401.383	-411.163	9.77973	0.7774264	0.5343929	0.7270311	10.95153	0.0803241	0.0238997	0.056798	0.0127064	0.10132	0.0153045	0.0263742	0.0230266	0.103033	0.00727747	0.244212	0.0244477	0.0172696	0.00427778	0.0189632	0.0675567	0.0774706	0.21293	0.514751	0.252685	0.0134687	0.0112254	0.249156	0.020614	0.0066773	0.115481	0.023175	0.082642	0.0340739	0.0984929	0.0515834	0.0252459	0.0129859	0.161994	0.370255	0.559807	0.789813	0.0514998	0.573854	0.0289927	0.345653	0.090747	0.397884	0.950498	2.56087	2.629449
520	-411.461	-414.239	2.77808	1.209885	0.2121904	1.348232	8.604694	0.062157	0.0437711	0.0787519	0.0188425	0.125858	0.0307597	0.0301408	0.0617851	0.104209	0.0164677	0.35078	0.0114087	0.0271248	0.00670913	0.0100789	0.0914143	0.0504403	0.26392	0.561165	0.089011	0.00456944	0.0520061	0.541124	0.0115991	0.00254387	0.27908	0.0280773	0.0378849	0.0136639	0.0952199	0.0829649	0.0172468	0.00414996	0.0830758	0.230832	0.397194	0.650747	0.0139597	0.460616	0.0124731	0.512951	0.17684	0.531874	1.02762	2.26366	3.204924
530	-405.607	-412.845	7.2381	1.123898	0.4943919	1.977174	8.811102	0.0676516	0.062421	0.0842333	0.0301176	0.0979623	0.0336529	0.0351663	0.0453187	0.0871952	0.00820042	0.25351	0.00483337	0.0311888	0.00686863	0.0238771	0.0551897	0.18826	0.257625	0.386801	0.203555	0.00647172	0.112677	0.145089	0.0213692	0.00909356	0.104708	0.0676093	0.0127772	0.0315074	0.0453602	0.0642699	0.00766056	0.0218886	0.0981993	0.238796	0.385927	0.613873	0.0409673	0.422653	0.0335458	0.502834	0.160991	0.511068	1.01784	2.3101	2.61411
540	-412.107	-415.948	3.8401	0.9679151	1.203334	2.304692	10.03174	0.08921	0.070105	0.0941407	0.0520133	0.148212	0.0127253	0.0515478	0.0257633	0.125238	0.00817269	0.333891	0.00955289	0.05911	0.00908631	0.0133181	0.0920513	0.0839026	0.257295	0.339904	0.228018	0.0104487	0.0618661	0.153386	0.0164738	0.0558857	0.24611	0.162229	0.0112649	0.0268123	0.0289148	0.0156292	0.028978	0.0281896	0.163397	0.319637	0.458943	0.658113	0.0657172	0.339382	0.050632	0.544268	0.130508	0.466891	0.994473	2.40813	2.949445
550	-414.268	-410.053	-4.21542	1.642448	1.726804	3.169038	7.947419	0.0762161	0.0541041	0.0522219	0.0113159	0.0941662	0.0258646	0.0254956	0.02819	0.0999566	0.00430399	0.350483	0.0212069	0.0392571	0.0140819	0.0220016	0.189885	0.253643	0.41144	0.564476	0.457146	0.0163863	0.0528291	0.164702	0.00967841	0.0457534	0.103535	0.135309	0.0191293	0.0140721	0.124502	0.0333564	0.0243154	0.0234108	0.180643	0.324725	0.448287	0.628054	0.116758	0.164179	0.060613	0.65845	0.246513	0.610669	1.0578	2.08502	3.562435
560	-425.274	-415.175	-10.0985	1.024011	2.676852	4.115253	5.611532	0.0735346	0.070495	0.112493	0.0460326	0.0551875	0.0514527	0.0155415	0.0647939	0.0966465	0.00145684	0.241926	0.00310948	0.048253	0.0113476	0.0149099	0.130734	0.0778986	0.480075	0.594695	0.383172	0.022828	0.0754512	0.276784	0.023134	0.0322603	0.148478	0.457018	0.0691121	0.00908861	0.107785	0.0294557	0.0601144	0.0173818	0.221127	0.357697	0.4678	0.626173	0.0777856	0.128493	0.0483641	0.745357	0.14172	0.483852	1.00387	2.37056	3.902646
570	-414.048	-408.482	-5.56577	2.035173	1.966273	4.377192	9.62444	0.0176168	0.100113	0.0445727	0.102368	0.0809901	0.0445479	0.020268	0.0428948	0.0595953	0.001145	0.389678	0.00408828	0.015166	0.0128456	0.0122014	0.14251	0.0993757	0.394277	0.426592	0.183139	0.0377503	0.10413	0.288869	0.04234	0.0497396	0.177578	0.371153	0.0434619	0.0273959	0.0550694	0.0465496	0.0436441	0.030736	0.165132	0.290854	0.399932	0.566164	0.0355327	0.145856	0.057281	0.76133	0.297437	0.658702	1.07085	1.97301	3.512401
580	-414.944	-411.306	-3.63788	1.373277	1.125485	2.610559	9.534244	0.0427471	0.0530723	0.0413771	0.140731	0.109457	0.046749	0.0194135	0.0725191	0.0300381	0.000644773	0.395926	0.00275742	0.0231243	0.0136906	0.0342843	0.105721	0.180797	0.317643	0.538961	0.187752	0.0508446	0.0568883	0.441512	0.021632	0.0552223	0.0696384	0.371632	0.0733227	0.0139935	0.0234492	0.0552908	0.0416524	0.0231451	0.144849	0.290343	0.424148	0.622855	0.0861241	0.256499	0.138838	0.51854	0.205066	0.566008	1.04202	2.1869	3.655628
590	-415.121	-409.819	-5.30193	2.129909	0.9594464	2.992972	8.145667	0.0196933	0.0341876	0.0699353	0.101971	0.123917	0.0375095	0.0481741	0.0311776	0.0424886	0.00100847	0.40359	0.00395135	0.0242849	0.00900361	0.0622364	0.0420449	0.114537	0.562565	0.573443	0.337855	0.0151326	0.126091	0.208518	0.0761485	0.071703	0.0226661	0.305601	0.0697613	0.0751467	0.0497382	0.0177491	0.0566484	0.0215681	0.118281	0.24907	0.375632	0.573757	0.0772959	0.189658	0.10022	0.632826	0.308304	0.668153	1.07292	1.95062	3.760045
600	-422.915	-413.255	-9.66087	0.8730533	1.524669	3.453673	7.697606	0.0225866	0.0529098	0.0512333	0.0092491	0.0602867	0.0555071	0.0310352	0.0262285	0.0692518	0.000331872	0.372756	0.0552829	0.045323	0.0126136	0.0667488	0.0631982	0.107592	0.61172	0.92965	0.478095	0.00674243	0.14595	0.325783	0.040313	0.08913	0.0222591	0.15102	0.159425	0.0994118	0.0240625	0.0244631	0.0908387	0.0432777	0.15529	0.290097	0.410225	0.591533	0.0761504	0.176238	0.159565	0.588047	0.110982	0.434964	0.975309	2.47874	4.344277
610	-413.079	-416.766	3.68669	0.8916696	1.898797	3.114297	13.66198	0.0153489	0.0198164	0.0403499	0.0151627	0.0772683	0.132302	0.0144518	0.0336176	0.0351007	0.000294876	0.20018	0.00910718	0.0167237	0.0099519	0.0167571	0.0686809	0.0507023	0.266819	0.674358	0.428448	0.00508976	0.0250511	0.103687	0.0693892	0.032192	0.026197	0.170596	0.0790657	0.0353432	0.0147283	0.029785	0.0390883	0.0096185	0.196759	0.344276	0.467859	0.644468	0.345656	0.126506	0.113004	0.414834	0.114865	0.441581	0.979444	2.46411	2.76527
620	-417.047	-415.063	-1.98401	0.8812109	1.682986	2.633249	7.720736	0.0112019	0.0348189	0.0423396	0.0644692	0.0496366	0.0795951	0.0369684	0.0447127	0.00581636	0.00197737	0.508428	0.0219307	0.0320328	0.0325342	0.0242882	0.12036	0.134743	0.207624	0.722877	0.202321	0.0539261	0.0774715	0.0894095	0.137714	0.0962619	0.00840419	0.360627	0.048182	0.0403758	0.0171366	0.0612086	0.0571329	0.00734439	0.196299	0.35216	0.483334	0.667312	0.223813	0.061973	0.0658711	0.648343	0.112686	0.437886	0.977145	2.47228	3.433869
630	-415.284	-414.015	-1.26854	0.8917967	1.632349	1.460732	11.18433	0.0218587	0.065485	0.118146	0.0299824	0.124475	0.0526053	0.0251	0.033154	0.0030386	0.00409206	0.237225	0.0378823	0.0563848	0.0187966	0.0250895	0.0634946	0.0787134	0.275159	0.838988	0.150988	0.122641	0.0639357	0.11361	0.0918303	0.0406476	0.00838505	0.43014	0.0625078	0.155276	0.00831715	0.0405308	0.0197213	0.0282556	0.252973	0.444243	0.593385	0.776792	0.254895	0.172055	0.0750852	0.497965	0.114891	0.441626	0.979471	2.46401	3.446457
640	-412.934	-411.058	-1.87515	0.9232853	1.736229	1.912878	13.11757	0.0207002	0.0674302	0.0787013	0.056398	0.0608683	0.0296188	0.0101904	0.022437	0.00474501	0.00468929	0.288487	0.0463726	0.0488399	0.0241589	0.0414447	0.0505956	0.049605	0.11221	0.81012	0.21556	0.194743	0.0936036	0.0526325	0.128559	0.0562498	0.00892246	0.340345	0.063956	0.161872	0.0094919	0.0828146	0.0356263	0.0396165	0.235527	0.412154	0.553295	0.736484	0.169884	0.201333	0.12427	0.504513	0.121404	0.452413	0.986027	2.44016	3.311607
650	-428.359	-425.314	-3.0447	0.8536597	1.110378	1.21268	8.80768	0.011619	0.0600961	0.128987	0.0598927	0.123731	0.0280043	0.0315561	0.118193	0.011552	0.00763845	0.512959	0.0319166	0.0252746	0.00257708	0.0948343	0.109884	0.0535772	0.44044	0.783637	0.0456376	0.125744	0.0305516	0.0103817	0.215086	0.0480921	0.00753335	0.453869	0.0289666	0.0691296	0.0119946	0.0966446	0.0266059	0.0221648	0.209041	0.405063	0.568006	0.770562	0.299278	0.174153	0.150433	0.376136	0.106915	0.427873	0.970782	2.49443	3.828773
660	-416.349	-415.659	-0.689962	0.5846348	2.134234	2.155571	9.917973	0.0200032	0.0188634	0.13854	0.0715048	0.145084	0.00429417	0.0205843	0.0311389	0.00270942	0.0166284	0.210712	0.0759268	0.0193321	0.001758	0.0537759	0.116513	0.0709505	0.148286	0.634628	0.0266871	0.338064	0.0706372	0.00402052	0.287168	0.0685341	0.0206545	0.453869	0.0242024	0.112742	0.031436	0.0994407	0.0088251	0.0166811	0.259374	0.43144	0.564848	0.737553	0.320742	0.27626	0.0669144	0.336084	0.0499552	0.303623	0.873273	2.77315	3.364195
670	-411.007	-410.483	-0.524341	0.7671568	1.776285	2.192388	8.045402	0.0287068	0.00860297	0.0547483	0.0270244	0.0904119	0.00592564	0.00654299	0.0169022	0.00517568	0.0576441	0.172331	0.024445	0.0251632	0.00455545	0.0767945	0.122788	0.230002	0.49806	0.489635	0.021259	0.401225	0.0757859	0.00123062	0.150426	0.0312144	0.00522044	0.507017	0.0200532	0.0732592	0.0297961	0.0540082	0.0101468	0.006028	0.224622	0.393321	0.530053	0.712575	0.410684	0.213702	0.0857837	0.289831	0.0885535	0.393567	0.947422	2.57046	3.332129
680	-407.135	-408.294	1.1587	0.4425175	1.799942	1.741687	6.482245	0.034727	0.00270046	0.0734737	0.0505238	0.101701	0.00332554	0.00228844	0.0283062	0.0306672	0.126759	0.280364	0.0363641	0.0126828	0.00254136	0.0135515	0.0856589	0.168689	0.314444	0.468629	0.00369363	0.224334	0.108278	0.00252457	0.144004	0.123389	0.00278239	0.344942	0.0286627	0.034566	0.0243427	0.0335217	0.0239492	0.00402738	0.251987	0.434482	0.577155	0.757401	0.382654	0.258133	0.142848	0.216365	0.0232954	0.212745	0.773476	2.99048	2.940413
690	-409.334	-411.02	1.68611	0.8296948	1.866778	1.548121	9.762863	0.0290294	0.00737843	0.0868121	0.0391081	0.149305	0.00269739	0.000794744	0.0196344	0.030825	0.0887563	0.311064	0.0474964	0.0143605	0.00379246	0.0114027	0.199375	0.120202	0.241144	0.563727	0.00395185	0.35758	0.153271	0.00154264	0.169075	0.0309779	0.00389323	0.334039	0.0395193	0.0485633	0.0102245	0.0171989	0.0497522	0.00218198	0.271455	0.460588	0.604707	0.780947	0.385665	0.364447	0.120967	0.128922	0.10186	0.41882	0.964855	2.51446	3.188677
700	-402.333	-410.037	7.70355	0.8166366	1.422602	1.37955	14.22122	0.00640893	0.0178194	0.0921857	0.047309	0.186356	0.00288879	0.00162921	0.0639232	0.0266113	0.159209	0.150646	0.0225329	0.0498523	0.00266326	0.011784	0.131594	0.168986	0.103317	0.417099	0.00329474	0.156119	0.0565702	0.00236876	0.19734	0.0221935	0.0111267	0.344599	0.0201238	0.0346573	0.0109273	0.0212024	0.0733199	0.00338673	0.235203	0.428024	0.582052	0.772651	0.201331	0.589116	0.108504	0.101049	0.0990936	0.413747	0.96146	2.5257	2.620046
710	-392.762	-407.024	14.2618	0.6150037	1.66192	1.594166	15.49413	0.00927766	0.0135101	0.0220138	0.191981	0.123117	0.00216693	0.00307896	0.0123878	0.0205086	0.0749821	0.105894	0.0236543	0.0259548	0.0039972	0.00390856	0.104171	0.0845207	0.216781	0.23833	0.00211862	0.105765	0.0435829	0.00219594	0.26259	0.0628139	0.00436637	0.128296	0.0251745	0.0663869	0.0102378	0.107617	0.0266449	0.00336507	0.247176	0.433799	0.580548	0.764258	0.158925	0.603812	0.132698	0.104565	0.0562166	0.32051	0.888784	2.73449	2.13139
720	-400.712	-412.399	11.6868	0.5179799	1.654866	1.40126	15.82679	0.0113709	0.0153892	0.0375735	0.160978	0.0540847	0.00112607	0.00699194	0.0110017	0.0129364	0.0961855	0.0327609	0.0247015	0.0297807	0.00175881	0.0014658	0.0393597	0.0506065	0.28524	0.410071	0.00859626	0.393573	0.0370032	0.00152903	0.103583	0.0637709	0.00401287	0.15884	0.00719164	0.0483077	0.00709682	0.124346	0.0657815	0.00113267	0.259621	0.453235	0.602819	0.784641	0.134749	0.407251	0.26323	0.19477	0.0367667	0.263492	0.832923	2.86682	2.308148
730	-395.577	-407.973	12.3959	0.784879	0.8797186	0.8113117	11.36146	0.00642965	0.00485156	0.0344191	0.126773	0.0550018	0.00789451	0.0533926	0.0341845	0.0224143	0.129688	0.0695264	0.0195131	0.0555001	0.00269018	0.00214269	0.0619086	0.0445345	0.28133	0.493164	0.00359057	0.227624	0.0672514	0.00737357	0.0445235	0.0770718	0.00243247	0.216131	0.0260862	0.020025	0.010476	0.131706	0.0252576	0.000455828	0.208232	0.421985	0.599556	0.807293	0.149904	0.36771	0.315408	0.166978	0.0923373	0.400974	0.952675	2.55401	2.365363
740	-398.859	-412.855	13.9958	0.3232085	0.613249	0.7415831	15.39545	0.00554793	0.0362635	0.0478351	0.111068	0.046223	0.0107579	0.0127897	0.0347609	0.0201173	0.155027	0.0641323	0.00285045	0.0358596	0.00318599	0.00078503	0.0762371	0.0291102	0.102626	0.285039	0.00552484	0.287216	0.100171	0.0172909	0.0553526	0.219664	0.000976372	0.164545	0.0089949	0.155011	0.00601123	0.170853	0.0192211	0.00132041	0.173421	0.383982	0.570921	0.795169	0.470126	0.348531	0.123193	0.0581507	0.00736564	0.122628	0.632796	3.23721	2.292369
750	-384.024	-406.25	22.226	0.5764021	1.36716	0.4528886	21.62259	0.00154781	0.0790576	0.0478183	0.0370167	0.0269891	0.0204878	0.00897839	0.0204882	0.027506	0.0959581	0.0294478	0.000588758	0.0190886	0.00378162	0.00138153	0.0679387	0.0364494	0.285993	0.269086	0.00738458	0.0801474	0.0796167	0.0279489	0.0716108	0.0997902	0.00502176	0.0601168	0.0103869	0.0607492	0.0059845	0.0531773	0.0364511	0.0011311	0.316306	0.554943	0.721616	0.885805	0.256813	0.602069	0.0995321	0.0415855	0.0482803	0.298898	0.868785	2.78404	1.67912
760	-376.603	-399.046	22.4425	0.6326391	0.683688	0.4150615	18.84562	0.00608518	0.101862	0.0517186	0.0397502	0.0312827	0.0232862	0.00169626	0.0112153	0.0239053	0.155858	0.0424235	0.000224643	0.00451609	0.00101881	0.00180028	0.0746026	0.08981	0.206848	0.27748	0.00844949	0.0823427	0.0686572	0.0346157	0.0456844	0.0775691	0.00622555	0.0499066	0.00457928	0.019059	0.00560308	0.142814	0.0445564	0.00367486	0.215618	0.454587	0.648898	0.854274	0.269955	0.554435	0.131896	0.0437136	0.0599021	0.329936	0.897099	2.71306	1.739122
770	-383.094	-400.552	17.4577	0.4744524	1.041617	0.769759	11.19486	0.0212824	0.0399355	0.0274273	0.0117213	0.0885467	0.00790743	0.0079106	0.00987948	0.00576116	0.0733785	0.050777	0.000158109	0.0142239	0.00340079	0.00390219	0.0883566	0.121435	0.306952	0.214777	0.0234321	0.191672	0.0447531	0.0147894	0.0397312	0.126997	0.00462323	0.0557366	0.00824923	0.0235943	0.0192309	0.24253	0.0301605	0.0015858	0.235259	0.454328	0.628196	0.824873	0.187148	0.597515	0.128281	0.0870566	0.028756	0.234911	0.800751	2.93558	1.924818
780	-381.745	-408.046	26.3011	0.697294	0.5341375	0.4108268	20.01286	0.0173084	0.0319465	0.0140317	0.0179766	0.0679693	0.00902733	0.0093987	0.00231244	0.0131336	0.0604481	0.0860991	0.000184413	0.0118698	0.00196364	0.00681218	0.0500017	0.0646909	0.304813	0.147303	0.0203185	0.153544	0.0722722	0.00580576	0.0204692	0.0773928	0.00468257	0.0460931	0.0150018	0.0297696	0.0109286	0.12748	0.0303144	0.00540144	0.189867	0.424804	0.62562	0.843452	0.247128	0.500102	0.169394	0.0833759	0.0736104	0.362251	0.923861	2.64028	1.536765
790	-380.557	-413.013	32.4562	0.3706699	0.5003339	0.3756939	24.12428	0.00926842	0.0232898	0.0346911	0.0171848	0.0479286	0.0146414	0.00495584	0.0085253	0.011417	0.017953	0.0493882	0.000291396	0.0282707	0.00639259	0.032563	0.0656597	0.0434286	0.122637	0.0669977	0.0336481	0.11959	0.0287158	0.00270169	0.0315404	0.0673621	0.00536257	0.0432386	0.0133464	0.0376961	0.0278601	0.189009	0.0458821	0.00617589	0.187447	0.424478	0.627925	0.846825	0.164527	0.505332	0.224145	0.105995	0.0127204	0.159531	0.697486	3.13026	1.257614
800	-381.718	-411.488	29.7694	0.3796182	0.629561	0.2118007	23.29897	0.0245804	0.00990956	0.0535286	0.0709733	0.0585841	0.0181361	0.0100298	0.0115822	0.0200107	0.0453771	0.0367442	0.00019837	0.00767652	0.0120486	0.0205494	0.0409704	0.0224467	0.144349	0.0904894	0.0792639	0.0393304	0.0232484	0.00326082	0.0393778	0.18061	0.00296416	0.0175133	0.0396801	0.00808925	0.0341229	0.126492	0.0819344	0.00229444	0.231151	0.488375	0.689673	0.884857	0.220168	0.667627	0.0619681	0.0502361	0.0138872	0.166374	0.708248	3.11149	1.376366
810	-382.509	-405.701	23.1926	0.421097	0.6478358	0.168568	20.97532	0.0534898	0.0141428	0.0296428	0.0579162	0.0547874	0.0202749	0.01278	0.00339004	0.0609684	0.0198872	0.0436798	0.000187059	0.0321735	0.00491417	0.0124713	0.0426035	0.095392	0.194203	0.227445	0.0629729	0.0103039	0.0213063	0.0103598	0.0481249	0.121766	0.00638649	0.0419952	0.0184865	0.00530463	0.0714893	0.176588	0.120861	0.00217296	0.24071	0.502702	0.703637	0.893291	0.307714	0.573405	0.0822048	0.0366765	0.0198719	0.197332	0.753136	3.02966	1.698466
820	-392.136	-412.61	20.4741	1.159719	0.7716193	0.3666002	17.27852	0.0883891	0.0152515	0.0755993	0.0304779	0.0591988	0.0268004	0.0111874	0.00820875	0.0469513	0.0137663	0.0628585	0.000101312	0.00483151	0.0200685	0.0240277	0.0912209	0.111813	0.224098	0.194501	0.0596759	0.0217957	0.0163298	0.0120927	0.0211461	0.166046	0.00244254	0.0270329	0.00727166	0.00276454	0.0319521	0.239999	0.111267	0.00114752	0.23632	0.481108	0.672604	0.868089	0.374838	0.557154	0.0425406	0.0254673	0.167677	0.520005	1.02214	2.29018	1.830314
830	-391.349	-416.607	25.2583	0.6661929	0.9811817	0.3301501	18.7444	0.0558389	0.00668856	0.0074873	0.0174001	0.0290539	0.00642633	0.0150926	0.0421154	0.022044	0.00980627	0.0337188	7.80912e-05	0.0125828	0.00822809	0.00367164	0.0477505	0.109958	0.113097	0.290882	0.0353526	0.0266677	0.0352468	0.0296362	0.0629738	0.100319	0.00531483	0.0564369	0.0027891	0.00166183	0.0634486	0.204747	0.118904	0.00133948	0.275644	0.524722	0.707322	0.885527	0.465199	0.410807	0.0799588	0.0440351	0.0669869	0.347133	0.911666	2.67421	1.576758
840	-373.418	-403.607	30.189	0.3334248	0.7511818	0.2831627	16.15124	0.0395686	0.00541849	0.00828268	0.0112392	0.0220334	0.00109158	0.00663586	0.0293315	0.015409	0.0499476	0.0167195	4.84426e-05	0.0151856	0.00389586	0.00652797	0.0333642	0.0472888	0.266483	0.169032	0.072363	0.0119026	0.0190144	0.0359986	0.0397606	0.121124	0.0126106	0.0449854	0.00680884	0.000185117	0.0121562	0.0980367	0.0660692	0.0017472	0.243455	0.495415	0.689269	0.880343	0.36448	0.551147	0.0653334	0.0190396	0.00839421	0.130624	0.647893	3.21309	1.290266
850	-383.693	-412.679	28.9862	0.2488933	0.7635844	0.4843688	20.60805	0.0699543	0.00926328	0.0207008	0.0278283	0.0399357	0.000941908	0.00238481	0.0447339	0.026398	0.138365	0.0213776	8.96157e-05	0.00943482	0.000605232	0.0186197	0.055534	0.0352284	0.131501	0.136647	0.068136	0.01464	0.0331181	0.0181436	0.0557012	0.127556	0.0215816	0.0111438	0.00597432	0.000162826	0.0539024	0.125785	0.0819127	0.00299347	0.22142	0.456233	0.645614	0.848666	0.385891	0.563449	0.0354173	0.0152433	0.00206058	0.0658919	0.499146	3.4329	1.410295
860	-376.52	-411.744	35.2233	0.2195465	0.9358189	0.375904	26.35326	0.00574163	0.0166321	0.0219279	0.0223732	0.0153993	0.000911378	0.00356144	0.0289864	0.0155731	0.12614	0.0372227	9.79241e-05	0.0157953	0.00240458	0.0253506	0.0305626	0.0561046	0.121203	0.0567704	0.0558273	0.0558824	0.0540154	0.041858	0.107497	0.0117137	0.0124138	0.0115259	0.00865607	0.00031041	0.0425242	0.0642173	0.0543282	0.00566317	0.262296	0.507725	0.691865	0.876255	0.287648	0.595502	0.102495	0.0143547	0.000982119	0.0457578	0.432727	3.52053	1.129191
870	-371.856	-405.089	33.233	0.269841	0.5860177	0.2788393	23.78819	0.0191127	0.0211893	0.0195897	0.00917195	0.0323623	0.000623448	0.00529981	0.0210461	0.0148879	0.0619925	0.0519683	0.000887688	0.0307355	0.00277239	0.0129095	0.0495096	0.0455578	0.151277	0.243009	0.0747646	0.0217072	0.0537657	0.0409442	0.0263217	0.0146822	0.0133613	0.0431156	0.00518182	0.000393359	0.0174567	0.0716207	0.0477558	0.00582401	0.214299	0.463754	0.665947	0.870445	0.356482	0.490494	0.148507	0.00451673	0.00316814	0.0813474	0.541503	3.37398	1.230798
