Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
8140	-410.318	-418.073	7.75409	1.722852	11.68406	0.0924766	0.00847269	0.0321177	0.0785387	0.0784981	0.0818706	0.0184204	0.0585497	0.0550297	0.198135	0.00109454	0.0171809	0.00187579	0.0219861	0.0117463	0.124293	0.0451824	0.17293	0.234946	0.0174536	0.06201	0.229324	0.042772	0.00160626	0.148283	0.0500637	0.0403065	0.175266	0.0933731	0.0653174	0.133383	0.165158	0.124326	0.257788	0.621886	1.06121	2.05912	2.681987
8150	-405.32	-409.479	4.15819	2.192507	16.49169	0.0728352	0.00802362	0.0405867	0.0322756	0.0606995	0.0313752	0.0124511	0.0341289	0.0811634	0.200292	0.00118737	0.0161134	0.00366246	0.0295403	0.0806713	0.0682288	0.0711208	0.239136	0.286894	0.00257959	0.0185794	0.297727	0.0301479	0.00209479	0.252114	0.183652	0.0876338	0.118827	0.0747479	0.0987565	0.0357336	0.104519	0.0435103	0.31522	0.674038	1.07414	1.9366	2.721009
8160	-402.184	-406.068	3.88407	1.09875	10.27659	0.155007	0.0116641	0.0348225	0.00786205	0.0641571	0.0697012	0.00798848	0.064747	0.100897	0.110896	0.000251655	0.00297528	0.00309891	0.0112001	0.0405171	0.0512072	0.133261	0.36211	0.174991	0.00444435	0.0575296	0.307452	0.0209033	0.00344872	0.234846	0.464376	0.0384487	0.196835	0.0659105	0.0654732	0.0304462	0.0914339	0.112937	0.156225	0.504546	1.01461	2.32462	3.101839
8170	-406.272	-410.631	4.35944	1.303313	11.16437	0.0470298	0.0482929	0.0573739	0.0070266	0.0508506	0.0217705	0.00747672	0.0538955	0.0927633	0.218931	0.000505333	0.00802247	0.0121752	0.0381621	0.111708	0.0687984	0.0955021	0.527563	0.117494	0.0200688	0.024589	0.236676	0.0607458	0.00621625	0.177597	0.343564	0.0397506	0.19681	0.0808918	0.0426515	0.0340776	0.0948039	0.0795115	0.193278	0.552169	1.03643	2.21812	3.023295
8180	-406.325	-414.226	7.90094	0.5121873	9.235003	0.0680397	0.0561589	0.0591787	0.0766308	0.0352935	0.0149266	0.0193797	0.0279637	0.0819648	0.244919	0.00136014	0.00784016	0.0189876	0.0316965	0.0929158	0.0315747	0.0443568	0.277056	0.139447	0.0229247	0.0260946	0.422023	0.0895858	0.0195968	0.0617106	0.268752	0.0168353	0.096143	0.161721	0.131266	0.0318417	0.01392	0.0288165	0.0356682	0.259798	0.828938	2.8756	2.72092
8190	-402.655	-407.943	5.28767	0.7836678	11.24099	0.0115751	0.0900958	0.078974	0.0188637	0.0762832	0.00984684	0.0460342	0.0430564	0.0879787	0.195043	0.00447734	0.0122518	0.03498	0.0364288	0.0715045	0.049137	0.107835	0.437454	0.12152	0.00955894	0.0462464	0.295687	0.0693026	0.0844596	0.190484	0.331328	0.0285337	0.0639156	0.179661	0.0395266	0.0501111	0.0158983	0.0470016	0.0920789	0.400474	0.952325	2.55512	2.985055
8200	-417.635	-417.468	-0.166269	1.575064	8.15633	0.00969544	0.103153	0.091223	0.0464386	0.116478	0.0032956	0.035319	0.0112392	0.0880965	0.16676	0.00420166	0.044234	0.0366515	0.0841467	0.0935082	0.0933796	0.0546481	0.52424	0.119543	0.0184661	0.0251648	0.60582	0.0475653	0.0804525	0.0613608	0.280499	0.016836	0.117231	0.186525	0.0988706	0.0474571	0.0487283	0.102213	0.236689	0.600592	1.05454	2.10818	3.463439
8210	-406.505	-415.866	9.36127	1.015334	13.00031	0.0260252	0.0462679	0.12486	0.0380937	0.0580525	0.00138596	0.016344	0.0252959	0.0199396	0.0953138	0.0039487	0.0289422	0.0152262	0.0639017	0.153751	0.0824851	0.145614	0.125228	0.138248	0.0794097	0.0440166	0.376827	0.0578533	0.174172	0.11596	0.175253	0.0638879	0.0736	0.0958536	0.0687112	0.00964288	0.0129709	0.0348771	0.140003	0.481313	1.00249	2.37619	2.591958
8220	-406.064	-411.192	5.12736	0.7037563	13.23499	0.023502	0.0754066	0.089299	0.106223	0.127423	0.00882101	0.0343909	0.0335319	0.016086	0.0537234	0.00499413	0.0234892	0.0226077	0.0357448	0.112429	0.113885	0.197561	0.256908	0.0783498	0.0547868	0.0142758	0.270283	0.0970886	0.296264	0.112521	0.260274	0.0858256	0.0386009	0.147672	0.10131	0.00795561	0.0186638	0.010609	0.0749908	0.365297	0.926252	2.63346	2.930505
8230	-401.115	-408.271	7.15584	1.353686	10.2684	0.0419556	0.0484496	0.108646	0.201004	0.10778	0.0367167	0.0388993	0.0286266	0.0621447	0.0924371	0.00464389	0.0209532	0.012565	0.0290812	0.04375	0.0773236	0.119843	0.36262	0.228633	0.0920678	0.0164033	0.360472	0.107835	0.0583116	0.11361	0.135622	0.052104	0.0100804	0.0421854	0.0546243	0.00651364	0.0280024	0.0145528	0.20181	0.562241	1.04053	2.19542	2.758458
8240	-400.693	-408.834	8.14072	2.416345	11.61817	0.0326701	0.0224293	0.0569596	0.0755227	0.0890686	0.0667512	0.0141481	0.0105783	0.0800683	0.187369	0.0128528	0.0263716	0.0508382	0.0486964	0.07868	0.0387224	0.0949033	0.467211	0.167738	0.040747	0.0254632	0.416995	0.046979	0.138546	0.045172	0.156612	0.0133973	0.00401224	0.0266842	0.032274	0.00689229	0.00318424	0.0107619	0.338379	0.693057	1.07761	1.89095	2.5893
8250	-406.568	-415.276	8.70771	1.668222	11.56011	0.0910899	0.0297815	0.079593	0.142421	0.106626	0.0264067	0.0368986	0.0101053	0.0393427	0.0914116	0.021002	0.0967135	0.0499257	0.101461	0.0435817	0.0358868	0.0923604	0.340942	0.190172	0.0317929	0.0426759	0.217429	0.0891795	0.0574579	0.101297	0.257549	0.0172261	0.00302526	0.045521	0.0967844	0.00323036	0.00128281	0.014502	0.250179	0.614356	1.05894	2.07652	2.604676
8260	-409.396	-409.391	-0.00486327	1.316746	8.353957	0.10892	0.0974487	0.114537	0.269574	0.17472	0.0205516	0.023766	0.00991147	0.0977701	0.239698	0.0038864	0.0301123	0.00976282	0.0618862	0.0509379	0.12591	0.161952	0.482084	0.126902	0.0371477	0.0307677	0.296447	0.112857	0.0486001	0.238652	0.304089	0.0253555	0.00455276	0.0745021	0.0814636	0.00699408	0.00381898	0.0073694	0.195576	0.554911	1.03757	2.21195	3.482948
8270	-406.145	-409	2.85484	0.8217575	9.186749	0.0338885	0.0596279	0.121981	0.187967	0.0930622	0.0405436	0.0164127	0.0202097	0.146326	0.243464	0.00474415	0.0271168	0.015648	0.0648731	0.0421235	0.160416	0.0917394	0.239407	0.32202	0.0607574	0.00879892	0.433249	0.0928688	0.0541489	0.212988	0.186026	0.0284344	0.0202493	0.125636	0.063329	0.00280782	0.00884856	0.00331423	0.100179	0.415748	0.962806	2.52127	3.233027
8280	-402.432	-407.606	5.17392	1.649614	10.5959	0.0180242	0.0832232	0.189069	0.0843108	0.108895	0.0265256	0.0212467	0.0567477	0.0461391	0.093628	0.00417598	0.0138786	0.0269692	0.0229926	0.0798153	0.132728	0.0760819	0.362881	0.31805	0.0423125	0.00698461	0.300571	0.0759902	0.0210175	0.291348	0.21144	0.0125249	0.0296637	0.0809653	0.0358405	0.00944864	0.0283677	0.0120578	0.247537	0.611703	1.05812	2.08264	2.923914
8290	-390.704	-399.4	8.69595	0.8372109	12.70618	0.00793028	0.0726815	0.0647559	0.0721016	0.0900099	0.0116548	0.011511	0.0187696	0.079692	0.0412311	0.00628206	0.0144791	0.00346916	0.00958038	0.0232582	0.0629728	0.0670964	0.341508	0.3172	0.101566	0.00940597	0.361022	0.049361	0.0132258	0.0969335	0.40998	0.00481562	0.0132569	0.151068	0.0988805	0.009718	0.0118626	0.0162527	0.103449	0.421695	0.966755	2.5081	2.663533
8300	-401.511	-408.312	6.80116	0.6735806	14.23745	0.0189888	0.11848	0.0775005	0.0784174	0.070834	0.0156488	0.0119615	0.0169305	0.0520689	0.0802201	0.00565796	0.021561	0.00274537	0.0238522	0.0379785	0.0614939	0.182581	0.202927	0.322636	0.0527717	0.018303	0.3887	0.0109881	0.0248195	0.11129	0.435529	0.00667994	0.0185245	0.0752682	0.121546	0.0750384	0.0123406	0.00958828	0.0685564	0.350793	0.91467	2.66598	2.763871
8310	-397.992	-403.788	5.79617	0.7863404	13.54158	0.0179975	0.0391797	0.0550685	0.0179926	0.115776	0.0117999	0.027183	0.0149337	0.0659329	0.228495	0.0106283	0.00970235	0.00302045	0.0302326	0.0154386	0.118959	0.0883034	0.190729	0.108795	0.0819254	0.0181038	0.782393	0.0152211	0.0649632	0.161672	0.0936593	0.00419625	0.018577	0.272872	0.0971447	0.033397	0.0178814	0.0277754	0.0926489	0.401576	0.953097	2.55268	2.859949
8320	-392.563	-403.179	10.6151	1.121048	12.56026	0.00946409	0.0392135	0.0686565	0.033539	0.063013	0.00719664	0.00823081	0.016788	0.0274992	0.119652	0.0123186	0.020276	0.00489644	0.0689921	0.00965059	0.0988885	0.142411	0.337417	0.139176	0.117579	0.0341026	0.187374	0.0379719	0.0583004	0.0935891	0.290535	0.00396422	0.015117	0.1956	0.104128	0.0437219	0.0562199	0.0255807	0.160454	0.510339	1.01748	2.31173	2.491062
8330	-388.191	-404.182	15.991	0.5906271	12.43647	0.0338238	0.039444	0.0789709	0.0742757	0.0420342	0.0102957	0.00495079	0.00528637	0.0138957	0.0952069	0.0288947	0.0083834	0.0144834	0.0427987	0.0359582	0.0690143	0.159966	0.121008	0.242402	0.0717121	0.00880586	0.247329	0.0446714	0.0345637	0.103273	0.173396	0.0044231	0.0143341	0.117784	0.0580634	0.0435487	0.0496455	0.00929722	0.0511808	0.307022	0.876461	2.76534	2.101941
8340	-391.705	-407.926	16.2215	1.177719	14.64817	0.0482365	0.0284761	0.0778542	0.102578	0.01755	0.00694347	0.00178772	0.000888538	0.00693929	0.0265412	0.0349742	0.0198146	0.0433904	0.0155584	0.0219616	0.0482573	0.243751	0.181236	0.159038	0.0364832	0.0147858	0.187784	0.0106556	0.0452205	0.052415	0.186513	0.00576275	0.011803	0.088799	0.0479963	0.128118	0.155814	0.00938682	0.170992	0.524348	1.02417	2.28049	2.067314
8350	-406.283	-414.177	7.89372	1.093992	13.83101	0.0116918	0.193742	0.0717394	0.110895	0.0329317	0.00605733	0.0125733	0.00105418	0.0143771	0.0229016	0.13718	0.0268211	0.0603954	0.0263255	0.00358137	0.0304611	0.15843	0.12888	0.198123	0.117637	0.0141583	0.222094	0.00355355	0.0611667	0.0575539	0.263469	0.0185064	0.0342688	0.272774	0.031822	0.0917204	0.226038	0.0095511	0.155317	0.503288	1.01398	2.32741	2.672475
8360	-399.177	-404.749	5.57252	0.8054214	10.44878	0.0279639	0.143389	0.112354	0.140264	0.0846571	0.0096874	0.0101239	0.00167563	0.00255176	0.0461012	0.101359	0.0407484	0.0278584	0.00818897	0.00279017	0.119956	0.213703	0.203863	0.365722	0.0936453	0.00755171	0.250942	0.00287767	0.0427785	0.0242788	0.306994	0.00546243	0.00848383	0.321595	0.0466545	0.0502704	0.135332	0.00656265	0.0967118	0.409308	0.958446	2.53553	2.966386
8370	-392.678	-398.755	6.07698	0.4526441	11.97105	0.0121008	0.0208144	0.021317	0.089286	0.100416	0.0175089	0.00545044	0.00194661	0.00109026	0.197045	0.0463729	0.0351875	0.0131953	0.015735	0.00630432	0.0823579	0.217691	0.210121	0.263917	0.0860151	0.0182587	0.431481	0.00296513	0.0394567	0.00982082	0.307668	0.00699338	0.00589519	0.216941	0.0582203	0.0727042	0.2155	0.0962144	0.0249835	0.219881	0.782499	2.97264	2.925991
8380	-398.96	-410.01	11.0497	0.6576705	13.32346	0.00661959	0.0171149	0.00302548	0.0592794	0.0734157	0.035927	0.0132538	0.00555122	0.00118847	0.234913	0.0437986	0.0398106	0.0288715	0.00577344	0.00331125	0.0838647	0.0262286	0.238346	0.207505	0.164809	0.0388564	0.419755	0.0113517	0.0439221	0.0181875	0.217614	0.0135699	0.0102842	0.156968	0.0162022	0.0518794	0.145657	0.0483236	0.06518	0.342854	0.908112	2.68385	2.485177
8390	-391.627	-401.986	10.3586	0.5776942	13.5867	0.00660294	0.0119381	0.0153611	0.0237665	0.109	0.0199997	0.00595888	0.00454429	0.00211315	0.220145	0.038667	0.019062	0.0160253	0.00357897	0.00449738	0.0840675	0.0237235	0.26553	0.237251	0.0227962	0.05114	0.551504	0.0497062	0.0225875	0.0270604	0.255971	0.0156467	0.0351356	0.0768204	0.0322606	0.147097	0.0848031	0.0530595	0.0485425	0.299644	0.869498	2.78232	2.53742
8400	-391.166	-403.209	12.0427	1.54452	14.06709	0.007466	0.0268844	0.00876638	0.0170724	0.0658227	0.0279274	0.0117268	0.0048318	0.00350836	0.235042	0.014835	0.0114441	0.0164106	0.00634736	0.00907591	0.0702073	0.0446817	0.29405	0.190395	0.016037	0.0375866	0.146154	0.0472653	0.0585565	0.033332	0.291738	0.00898721	0.0239826	0.169027	0.025498	0.116829	0.261049	0.0344659	0.232119	0.595803	1.05293	2.11915	2.337004
8410	-384.284	-397.026	12.7422	0.9341346	13.85221	0.015407	0.07024	0.024635	0.022751	0.0521443	0.0158819	0.0140749	0.0228024	0.00396693	0.0873924	0.00876637	0.0201299	0.0217285	0.0131367	0.0186817	0.0565274	0.104915	0.438734	0.18105	0.00127522	0.0872914	0.170574	0.0558434	0.0510799	0.0698528	0.260067	0.00291231	0.0196475	0.0839265	0.0323463	0.060673	0.183455	0.0613445	0.123632	0.456018	0.988167	2.43218	2.333255
8420	-385.986	-400.139	14.1534	0.6295839	12.02766	0.00717031	0.0613669	0.0350552	0.00467823	0.0517245	0.00636047	0.0199853	0.0101503	0.0314729	0.0490837	0.0138285	0.0365618	0.0484221	0.0124447	0.00968578	0.0999535	0.0667953	0.360841	0.34451	0.000306771	0.0403342	0.117942	0.0323217	0.101825	0.0594788	0.236747	0.00130505	0.000724607	0.0934021	0.0379905	0.0886897	0.144028	0.0128344	0.0592614	0.328322	0.895692	2.71672	2.23802
8430	-397.068	-401.13	4.0627	0.7184384	9.350966	0.006025	0.0629288	0.0413844	0.0179628	0.0865136	0.0251562	0.0140424	0.0481773	0.0486313	0.0191167	0.0182743	0.0446354	0.0549249	0.0139535	0.0258621	0.193517	0.104551	0.458651	0.300048	0.0004876	0.0497799	0.271682	0.056361	0.101412	0.148975	0.452745	0.00205018	0.00100828	0.118592	0.0830833	0.0459483	0.175383	0.025281	0.0781303	0.372101	0.931514	2.61825	3.117144
8440	-408.65	-411.882	3.23159	1.386765	8.810695	0.00466106	0.0402236	0.0292389	0.0464045	0.0778537	0.0114091	0.0102225	0.131418	0.0211987	0.0182795	0.03341	0.0302969	0.0894996	0.0461746	0.0694694	0.0620784	0.0290948	0.31698	0.212924	0.000205942	0.057869	0.170486	0.0240757	0.0333989	0.0587229	0.572419	0.00457996	0.0067584	0.347399	0.101893	0.0576857	0.365912	0.03388	0.207288	0.568555	1.04302	2.18114	3.116122
8450	-402.38	-417.298	14.9175	0.5242851	12.01887	0.00500127	0.0500154	0.0714961	0.0172257	0.0432148	0.00226758	0.00476496	0.091788	0.0514624	0.0662197	0.0764137	0.0251208	0.0486357	0.0209431	0.0481327	0.0515928	0.01616	0.267419	0.186178	0.00036073	0.0390656	0.148641	0.00830696	0.0426934	0.0622679	0.280876	0.00970146	0.0118214	0.165395	0.0180858	0.0385326	0.170893	0.0422879	0.0379724	0.267474	0.837165	2.85739	2.182982
8460	-408.143	-425.526	17.3828	0.5251316	16.64682	0.00658108	0.0666797	0.0786081	0.0369888	0.0883919	0.00333658	0.00723453	0.0876368	0.0146685	0.0603781	0.0689617	0.0678265	0.0206962	0.0354562	0.096653	0.0187852	0.0109329	0.129931	0.140334	0.000670084	0.0266512	0.0592608	0.00746514	0.0309522	0.0746196	0.34002	0.00408701	0.0196089	0.0957295	0.0156557	0.0662858	0.178565	0.0584389	0.038135	0.268006	0.837727	2.85613	2.01809
8470	-396.211	-409.845	13.6341	1.023831	12.93637	0.00887647	0.0675622	0.0448862	0.025831	0.0823719	0.0139564	0.00635774	0.054147	0.027176	0.121531	0.13896	0.0755229	0.0310821	0.0531953	0.0668198	0.0660703	0.00688948	0.178617	0.302076	0.0020689	0.022412	0.0276422	0.0135372	0.0191158	0.044992	0.250091	0.0186966	0.0174115	0.170879	0.0150561	0.0646962	0.211112	0.0125891	0.141684	0.483799	1.00384	2.37068	2.262229
8480	-408.603	-419.145	10.5419	0.788642	10.49262	0.0321615	0.102434	0.0322429	0.00885865	0.0764072	0.0352558	0.0284351	0.0533524	0.025	0.196533	0.215234	0.00978771	0.0292641	0.0100248	0.0410616	0.0555541	0.0192211	0.134705	0.22048	0.000413267	0.0279916	0.135407	0.064219	0.00318046	0.0375703	0.141214	0.00788098	0.0582323	0.157382	0.0245951	0.103551	0.379848	0.0268147	0.0931396	0.402521	0.953757	2.55058	2.494313
8490	-402.404	-407.417	5.01278	0.7774131	9.554915	0.0325167	0.0211849	0.0383171	0.0100645	0.0750249	0.0389556	0.0312095	0.0819587	0.00926629	0.261516	0.0460883	0.0112664	0.0140739	0.00784266	0.043772	0.0978184	0.0115139	0.597359	0.0725593	0.000330941	0.0672168	0.112627	0.151156	0.0111429	0.0694627	0.346008	0.0128626	0.132773	0.179078	0.0835643	0.0932997	0.226966	0.0264547	0.0907442	0.397879	0.950494	2.56088	3.015251
8500	-387.991	-403.071	15.0802	0.5690728	15.33775	0.029278	0.050657	0.0310684	0.0149874	0.0751621	0.0184778	0.00638445	0.0365155	0.016565	0.0706004	0.0363051	0.00830779	0.0147926	0.0478535	0.0193673	0.0448309	0.0324248	0.156764	0.0395653	0.000666579	0.0760493	0.124734	0.0760087	0.0124962	0.0343623	0.284446	0.00519307	0.128419	0.196159	0.0365121	0.244479	0.195597	0.0134169	0.0467986	0.294638	0.864681	2.79388	2.178447
8510	-395.78	-403.266	7.48612	0.3692082	10.28301	0.0314317	0.0784609	0.0464584	0.0175288	0.10154	0.0168223	0.031164	0.0303541	0.011888	0.0840015	0.0298965	0.0218358	0.0168488	0.0129261	0.0207676	0.0784624	0.0277663	0.615185	0.0439166	0.000813632	0.0332789	0.342072	0.0342059	0.0218105	0.0603086	0.378497	0.00591204	0.160075	0.1333	0.0265723	0.147974	0.143577	0.0167847	0.0125343	0.158408	0.695688	3.13337	2.822437
8520	-393.643	-403.175	9.5322	0.6312999	11.05502	0.0307416	0.0863956	0.0756396	0.0134297	0.126293	0.0432109	0.0146537	0.0159526	0.0258063	0.0960114	0.0138059	0.00547847	0.031767	0.0188592	0.043491	0.0460597	0.0170773	0.44087	0.0730259	0.000725896	0.0489686	0.171985	0.144077	0.0243608	0.0369214	0.323003	0.0102067	0.0831764	0.0844479	0.0365799	0.265042	0.103044	0.0675673	0.0596211	0.32923	0.896484	2.71467	2.618674
8530	-399.446	-408.764	9.31744	0.6829671	12.06452	0.0812177	0.11054	0.0845479	0.00466133	0.120392	0.010333	0.00969302	0.0142882	0.0152681	0.111001	0.0244556	0.00397025	0.105194	0.0246601	0.0669626	0.0189865	0.0626101	0.42521	0.0431546	0.000385579	0.109409	0.100147	0.0706116	0.0237085	0.0566318	0.198029	0.0106668	0.0440392	0.138814	0.0628371	0.236836	0.193768	0.0523311	0.0705544	0.355381	0.918389	2.65567	2.635362
8540	-402.614	-407.922	5.30767	0.7148472	13.93363	0.108676	0.03519	0.0805185	0.0296575	0.0837015	0.0176081	0.0143404	0.0500397	0.0324961	0.140501	0.0296943	0.0107465	0.0553399	0.0433628	0.0885483	0.00534644	0.164285	0.421459	0.07863	0.000980334	0.0167969	0.196037	0.111085	0.0187565	0.0915396	0.314775	0.0172104	0.0165404	0.185598	0.0869938	0.130119	0.116328	0.0887323	0.077362	0.370452	0.930248	2.62194	2.881635
8550	-400.375	-406.95	6.57508	0.7930499	10.01185	0.0446818	0.0203428	0.0380193	0.120389	0.0139063	0.0213194	0.0101189	0.0271516	0.0416271	0.268206	0.0429476	0.0037948	0.0189991	0.0498424	0.0662551	0.00384689	0.185767	0.425042	0.0800515	0.00556872	0.0515865	0.202633	0.0803884	0.00764006	0.128885	0.314775	0.0218836	0.0544554	0.14427	0.164349	0.0253577	0.0464845	0.134288	0.094079	0.404321	0.95501	2.54659	2.864875
8560	-397.541	-407.406	9.86522	0.52955	14.43035	0.0235861	0.0370428	0.0599163	0.131517	0.0289399	0.0216403	0.0109021	0.0160508	0.0222658	0.120112	0.0209053	0.0136608	0.025119	0.0401523	0.0266443	0.00176235	0.0991065	0.664892	0.143852	0.0048806	0.0867706	0.0965431	0.108897	0.0370232	0.0144319	0.366081	0.013988	0.0605273	0.0365542	0.0608724	0.0108825	0.0293299	0.117826	0.0389868	0.27077	0.840633	2.84961	2.552674
8570	-395.627	-411.088	15.461	0.6866511	15.30134	0.00723883	0.00976183	0.0447848	0.0404625	0.0395769	0.0259772	0.00572436	0.00576683	0.0581515	0.283997	0.0202707	0.0330927	0.00239769	0.0321108	0.0463393	0.0119504	0.127415	0.197019	0.103616	0.0178823	0.0732559	0.137539	0.0726687	0.0220934	0.0159992	0.339188	0.0465807	0.0388738	0.0791294	0.0605172	0.0284796	0.0168295	0.101716	0.0713395	0.357163	0.919819	2.65168	2.146405
8580	-398.577	-410.059	11.4814	0.5155353	15.20076	0.00332731	0.0149436	0.0420474	0.0369671	0.0246928	0.0282205	0.0170659	0.00511214	0.0302705	0.239033	0.0169104	0.0455817	0.00143204	0.00910533	0.0184445	0.0117534	0.0874869	0.286324	0.174854	0.059126	0.0166021	0.133667	0.0541313	0.0603403	0.0216848	0.425394	0.0370528	0.0439223	0.0307586	0.0745995	0.0326118	0.0228945	0.31432	0.036302	0.261937	0.831251	2.87051	2.420677
8590	-395.576	-408.647	13.0708	0.8629836	18.69062	0.00538649	0.00884255	0.0494118	0.0734232	0.0606258	0.00962737	0.00582151	0.00879519	0.0450864	0.169768	0.014234	0.0305962	0.00124155	0.0147665	0.0641747	0.0133411	0.074669	0.30292	0.129557	0.0314877	0.0124714	0.208172	0.0925908	0.0153556	0.0312277	0.393569	0.079399	0.0327039	0.0232701	0.0298174	0.0792864	0.0250288	0.0559647	0.108873	0.431308	0.972987	2.48683	2.192633
8600	-386.589	-404.609	18.0195	0.4504902	17.21851	0.0048	0.0155546	0.0744403	0.103619	0.0231355	0.0302191	0.00317023	0.00627207	0.0321385	0.15754	0.00826964	0.0239408	0.00136983	0.00875612	0.0259041	0.0113348	0.107294	0.227799	0.0756446	0.0210083	0.0203692	0.120612	0.0223319	0.00674479	0.0452689	0.350702	0.148143	0.0320678	0.0234433	0.0495403	0.0500938	0.0115118	0.133476	0.0246209	0.218371	0.78061	2.9764	1.976514
8610	-393.496	-407.947	14.4503	0.4055393	19.19053	0.021075	0.0310786	0.0400202	0.0890647	0.0346582	0.035706	0.0122932	0.00724361	0.0118122	0.140382	0.010412	0.0291704	0.00137585	0.0203243	0.0499099	0.0155747	0.134698	0.208436	0.0939346	0.0656169	0.0105461	0.180462	0.0155499	0.00359224	0.0717115	0.363472	0.0670745	0.0457485	0.00943355	0.105623	0.0620638	0.0201789	0.119401	0.0175216	0.185882	0.737206	3.05939	2.127644
8620	-384.956	-410.113	25.1564	0.5183223	14.85096	0.0380729	0.0142804	0.0544448	0.105507	0.0731249	0.0132758	0.00771297	0.00316457	0.0121718	0.0312375	0.0137177	0.0155191	0.00331158	0.0238316	0.0644151	0.00231555	0.0477715	0.215236	0.135802	0.0074371	0.00643661	0.0644467	0.0255958	0.00435135	0.0994879	0.148102	0.0400259	0.0290441	0.00603811	0.0736977	0.0352007	0.0443651	0.0505279	0.0368319	0.263709	0.833155	2.8663	1.509669
8630	-385.918	-407.764	21.8464	0.6350812	17.86331	0.0432452	0.0123756	0.047227	0.0619087	0.0707526	0.00597093	0.00263403	0.00172918	0.0231872	0.156692	0.0129025	0.0118433	0.00490564	0.0275981	0.071172	0.00602565	0.0485825	0.104032	0.110096	0.0200259	0.00376615	0.124276	0.0808967	0.00649774	0.0782977	0.174052	0.101366	0.0181473	0.0176993	0.0794326	0.102273	0.0491269	0.0625614	0.0604148	0.33122	0.898213	2.71015	1.7413
8640	-386.512	-406.759	20.2464	0.325661	20.90761	0.0795162	0.0200651	0.0537252	0.0421329	0.124795	0.00412185	0.00166457	0.00161769	0.015498	0.1158	0.0082574	0.0159829	0.0189935	0.0212693	0.0344942	0.00964327	0.0297405	0.197894	0.0865618	0.00781953	0.00663842	0.0814714	0.0499513	0.00254844	0.0311381	0.279717	0.131328	0.00947444	0.0845291	0.0273008	0.131609	0.0213034	0.0517367	0.00760611	0.124548	0.636484	3.23136	1.79834
8650	-387.894	-413.673	25.7796	0.3290071	16.48482	0.0214337	0.0144143	0.0144055	0.0840993	0.0539957	0.00949386	0.000475877	0.00274374	0.024963	0.161018	0.0369293	0.0195997	0.00433577	0.0346625	0.0418503	0.00352374	0.03311	0.0421664	0.120213	0.018276	0.0275595	0.0845944	0.108126	0.00525445	0.0888082	0.176877	0.0766857	0.0279402	0.0306951	0.0410006	0.0157644	0.02943	0.0683971	0.00794079	0.127168	0.64145	3.22344	1.522842
8660	-385.055	-412.666	27.6115	0.8075673	18.45546	0.0495927	0.0481551	0.034979	0.0177199	0.0460908	0.0141872	0.000466726	0.0045373	0.0262158	0.152642	0.0297898	0.0375945	0.00249654	0.0346311	0.0345481	0.00456397	0.0719731	0.0925868	0.150949	0.00536083	0.0199469	0.0458692	0.0708684	0.00596763	0.108886	0.072718	0.0350846	0.0240539	0.00719634	0.0393636	0.0288732	0.0320334	0.0656579	0.097168	0.410163	0.95903	2.53364	1.415599
8670	-381.359	-407.528	26.169	0.6915563	16.46919	0.0340429	0.0271429	0.0402184	0.0224346	0.0370337	0.0113718	0.000816338	0.0088397	0.0535237	0.0698406	0.0432175	0.0195775	0.0057765	0.00583011	0.04356	0.0177269	0.0600773	0.180146	0.197228	0.0051824	0.0280028	0.0265165	0.0421506	0.0177103	0.083273	0.075803	0.0715666	0.00335897	0.0042301	0.0149533	0.0293742	0.0331879	0.163201	0.0723857	0.359519	0.921699	2.6464	1.476915
8680	-399.331	-410.526	11.195	1.219337	13.4822	0.0226765	0.0255179	0.0206825	0.046267	0.067161	0.0366555	0.00104276	0.0167504	0.079236	0.133987	0.0891018	0.0193989	0.0436176	0.00330544	0.0317402	0.0675188	0.0874543	0.288904	0.115334	0.00822869	0.0731864	0.0925773	0.0962251	0.0159466	0.0751506	0.44196	0.206697	0.00136983	0.0103878	0.0463827	0.0258735	0.0450987	0.0946788	0.17854	0.534031	1.02859	2.25884	2.430115
8690	-395.603	-409.568	13.9645	2.227299	15.45557	0.0119636	0.0218461	0.07342	0.062902	0.110701	0.0122211	0.00119212	0.00607578	0.0596366	0.253604	0.0217532	0.0245559	0.0574502	0.00787061	0.063892	0.0680842	0.0641449	0.24884	0.130173	0.0345208	0.0410463	0.0756926	0.0485762	0.0400421	0.0535064	0.195073	0.109344	0.000990017	0.0104654	0.0328337	0.0208023	0.0569916	0.121341	0.318977	0.677195	1.07476	1.92907	2.141552
