Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
3160	-389.012	-405.809	16.797	0.3231262	18.39572	0.0654116	0.0888891	0.0681406	0.0408	0.0395983	0.00853936	0.0207325	0.0219911	0.00792363	0.140102	0.00969572	0.0164101	0.0167233	0.00519013	0.041345	0.0823009	0.0381121	0.214233	0.00578914	0.0351863	0.042509	0.0393034	0.0241568	0.39155	0.017468	0.120538	0.142069	0.00144211	0.0111705	0.0465015	0.112495	0.0260408	0.086886	0.00735764	0.122564	0.632672	3.23741	2.029245
3170	-403.953	-409.947	5.99404	0.417478	14.45145	0.0939319	0.117353	0.104068	0.0677092	0.0611986	0.00272804	0.0332381	0.0242033	0.0214412	0.115429	0.00886997	0.0187593	0.012974	0.0261447	0.0746354	0.0446767	0.139683	0.414382	0.0160033	0.0329344	0.0878095	0.0405642	0.0256956	0.546951	0.0172946	0.250211	0.165373	0.000491045	0.0223898	0.0586756	0.108339	0.0299992	0.0434649	0.0193145	0.194687	0.749522	3.03648	2.827622
3180	-405.976	-411.414	5.43771	0.998298	9.402118	0.0836433	0.0731583	0.125312	0.0808565	0.0539571	0.00412355	0.00749329	0.0414807	0.0181115	0.132222	0.0102771	0.0171388	0.0315763	0.020353	0.115118	0.113212	0.110302	0.131749	0.0492122	0.144777	0.0478804	0.0554104	0.0326228	0.507141	0.0329498	0.296448	0.314581	0.000448234	0.0798008	0.0464295	0.114485	0.0282296	0.0217333	0.136614	0.47624	0.999717	2.38743	2.942234
3190	-398.037	-410.215	12.1778	1.164031	13.28389	0.0579054	0.053375	0.0582566	0.14355	0.105813	0.00458814	0.00913165	0.0061825	0.0119685	0.0639459	0.00606306	0.098756	0.0174896	0.0452911	0.0572056	0.081753	0.0535099	0.0609166	0.0255898	0.0642809	0.0428402	0.0521646	0.0292193	0.338184	0.0318351	0.292166	0.178429	0.000103685	0.066171	0.0290989	0.235629	0.0245009	0.0168262	0.168474	0.521055	1.02263	2.28784	2.36274
3200	-403.361	-416.25	12.8894	1.002678	14.09624	0.0406446	0.0584529	0.0555459	0.166837	0.0299592	0.00624448	0.0182816	0.00282505	0.0331517	0.0192021	0.0219406	0.15403	0.0269082	0.0228209	0.0622085	0.0555834	0.0307482	0.0614472	0.0375688	0.178146	0.0457798	0.0681005	0.0591062	0.348712	0.0406794	0.100664	0.236649	7.63938e-05	0.0650767	0.0194936	0.176664	0.053536	0.0178893	0.137488	0.477555	1.00044	2.38451	2.314974
3210	-391.844	-408.394	16.5508	1.266793	12.55088	0.0449195	0.0178687	0.0865745	0.101063	0.0851567	0.015527	0.010713	0.00819123	0.0254092	0.0117427	0.110792	0.0345794	0.0175253	0.0271427	0.0395228	0.0542651	0.0161849	0.116858	0.0861901	0.13165	0.0144766	0.0323903	0.0276237	0.265133	0.0195532	0.194027	0.146911	6.96851e-05	0.0110876	0.0161196	0.203227	0.0234392	0.0106267	0.186949	0.544499	1.03319	2.23537	2.006559
3220	-393.772	-410.174	16.4018	1.190092	14.11181	0.0298336	0.0622818	0.0501455	0.0823617	0.0995064	0.0100686	0.0186082	0.0178066	0.0189435	0.0267589	0.0694996	0.0373928	0.0263878	0.00949334	0.054799	0.0280009	0.0429462	0.148879	0.133402	0.114656	0.00247964	0.0376333	0.0320969	0.310134	0.0542331	0.151406	0.0736045	0.000185225	0.0194185	0.0212011	0.207561	0.0439997	0.0168818	0.173253	0.527278	1.02553	2.27394	2.052606
3230	-395.099	-408.843	13.7445	1.944686	13.81321	0.0106635	0.0520807	0.0421935	0.0704193	0.0370958	0.00338256	0.0147543	0.00955217	0.0301154	0.0251525	0.0975099	0.0328571	0.0148876	0.0102521	0.0221219	0.0294107	0.0997879	0.163101	0.0913175	0.127975	0.00198175	0.0253759	0.0595993	0.3228	0.0900193	0.220378	0.165089	0.00017224	0.0313391	0.0122128	0.197529	0.0561111	0.0207158	0.286581	0.649	1.06854	1.99588	2.187954
3240	-399.528	-408.481	8.95274	4.067769	9.894103	0.0127028	0.0456949	0.0201842	0.055095	0.049899	0.0105354	0.00392153	0.0363042	0.014153	0.126438	0.0631268	0.0492701	0.0318332	0.00491172	0.0143986	0.03541	0.0485272	0.133795	0.122797	0.124775	0.00389742	0.0469159	0.106782	0.38552	0.0667122	0.170862	0.14649	0.000591727	0.0437464	0.0193166	0.172293	0.0829052	0.0407976	0.458047	0.77752	1.08438	1.68005	2.290603
3250	-400.783	-413.176	12.3924	2.473443	12.55217	0.0392768	0.0369104	0.0347371	0.0391292	0.0253478	0.00279456	0.0113501	0.0526499	0.00614868	0.259724	0.0755947	0.0395288	0.0357178	0.00316368	0.0145636	0.0708845	0.11562	0.281463	0.136301	0.303647	0.00530376	0.101692	0.0415269	0.13017	0.0262543	0.0749339	0.0230175	0.000990261	0.0843406	0.0213055	0.0638742	0.0533398	0.0304623	0.343924	0.697461	1.07832	1.88029	2.241764
3260	-408.048	-416.661	8.61312	0.8378474	11.05498	0.0595143	0.0375017	0.0490646	0.0354212	0.0424109	0.00637665	0.00792743	0.0911802	0.0112268	0.259724	0.102371	0.0898851	0.0484362	0.00622372	0.0296653	0.0941534	0.0816047	0.39382	0.140895	0.171346	0.00569786	0.0375418	0.0581072	0.212051	0.0141167	0.14387	0.0628404	0.000460598	0.0615134	0.0952199	0.0458287	0.120785	0.0663467	0.103583	0.421937	0.966914	2.50757	2.683127
3270	-409.438	-415.331	5.89331	0.6207963	12.25175	0.123916	0.0371482	0.070537	0.0426583	0.0364398	0.002631	0.00807796	0.112465	0.0327564	0.0442212	0.182525	0.0208598	0.0363531	0.00436179	0.0224836	0.0679767	0.199356	0.455135	0.122822	0.193243	0.0297092	0.0272208	0.0317166	0.286508	0.0115515	0.17907	0.108087	0.00273469	0.0743913	0.0524289	0.17781	0.09756	0.0233117	0.0574236	0.323636	0.891569	2.72737	2.918066
3280	-409.141	-411.51	2.36872	0.5246075	11.91884	0.110779	0.0129631	0.0550089	0.0524061	0.0652117	0.00189995	0.0162167	0.0280291	0.0344005	0.0255344	0.133012	0.00379951	0.0522547	0.0110174	0.0556564	0.0677195	0.222971	0.242063	0.478266	0.270873	0.0463262	0.0286307	0.0261714	0.137743	0.0200413	0.508197	0.0859206	0.00336235	0.0583181	0.0996879	0.161823	0.0854787	0.0308887	0.0380343	0.267677	0.837379	2.85691	3.23267
3290	-399.645	-403.004	3.35896	0.9634045	13.37732	0.065427	0.0133612	0.0493809	0.14067	0.142451	0.00843813	0.0318435	0.00932545	0.0319668	0.0526449	0.0988628	0.00648554	0.025803	0.0247489	0.0219303	0.0425564	0.133282	0.184824	0.280724	0.162384	0.0770872	0.0163236	0.00670156	0.193255	0.0488582	0.614014	0.220265	0.00319927	0.013314	0.0808822	0.122512	0.0985812	0.0142649	0.129595	0.465469	0.993661	2.41127	3.036369
3300	-408.473	-414.223	5.74982	2.593759	9.754662	0.0265878	0.00865178	0.113298	0.0492815	0.116944	0.0158595	0.0224087	0.0310639	0.0282442	0.0787891	0.0331257	0.00444289	0.0395971	0.112116	0.0644745	0.0460032	0.0502143	0.322596	0.263484	0.095019	0.0288901	0.0221653	0.00541818	0.273262	0.11786	0.246102	0.113084	0.0080503	0.0135893	0.0227729	0.0544718	0.266569	0.0632099	0.355169	0.706227	1.07962	1.85899	2.757644
3310	-392.578	-399.617	7.03875	1.68816	14.07066	0.00599211	0.0661721	0.0516405	0.0406448	0.12679	0.0555906	0.0200942	0.0135836	0.0254735	0.108598	0.0164126	0.00776935	0.0384216	0.0280107	0.0558772	0.0900211	0.127716	0.317694	0.240459	0.210104	0.0924191	0.0162932	0.00940406	0.164915	0.0701368	0.34098	0.117946	0.0185247	0.0203376	0.00213808	0.0371735	0.117778	0.0272622	0.252981	0.617148	1.0598	2.07008	2.682375
3320	-405.544	-410.297	4.75259	3.522113	11.32386	0.0124155	0.115387	0.0290381	0.127194	0.164445	0.0397166	0.0352548	0.0475587	0.0362354	0.0499404	0.0295244	0.00302715	0.0721095	0.0213182	0.0973884	0.137591	0.0782799	0.171235	0.196829	0.108815	0.0426063	0.0557172	0.0168015	0.282718	0.111862	0.339674	0.104144	0.00995453	0.0203121	0.00218195	0.0621576	0.129725	0.037416	0.426013	0.756873	1.08411	1.733	2.788574
3330	-412.862	-419.261	6.39923	1.715939	10.60409	0.0461952	0.0287105	0.0552549	0.175278	0.0990731	0.0186859	0.0110906	0.036391	0.051545	0.12612	0.137431	0.0107769	0.0257528	0.0727045	0.0898818	0.174907	0.0377004	0.424231	0.333077	0.173884	0.0416247	0.0247319	0.0489427	0.0905981	0.0451199	0.165953	0.111142	0.0137115	0.027811	0.00727598	0.0284229	0.0405206	0.027555	0.256837	0.620954	1.06094	2.06127	2.802101
3340	-407.141	-412.071	4.93033	2.073429	10.06729	0.0225231	0.0650695	0.113386	0.114638	0.216398	0.0180072	0.0126781	0.0435422	0.0084182	0.110576	0.241308	0.0087447	0.0752309	0.0128845	0.0820972	0.126602	0.0635043	0.349443	0.160476	0.187104	0.0287503	0.0458198	0.0501065	0.0913903	0.0281883	0.364965	0.0863995	0.0246173	0.0274951	0.00760347	0.0300064	0.0528568	0.031463	0.301885	0.662602	1.07172	1.96379	2.902292
3350	-396.075	-403.558	7.48308	0.8107086	13.57972	0.0432645	0.0110951	0.0351165	0.0454064	0.246739	0.0224762	0.00793052	0.0172809	0.00366718	0.13482	0.0509082	0.00835842	0.0289326	0.0173759	0.0109401	0.108732	0.0643435	0.275607	0.22062	0.180625	0.0764824	0.0109361	0.110226	0.0647215	0.0579748	0.476732	0.180632	0.0318392	0.0188531	0.0109323	0.0930063	0.0382979	0.0272988	0.0978353	0.41141	0.959878	2.53088	2.732172
3360	-391.108	-398.164	7.05576	1.260394	10.98156	0.0298833	0.030049	0.0402139	0.140083	0.172879	0.0123746	0.0046796	0.00777545	0.0123611	0.15795	0.15599	0.0143712	0.061946	0.00321737	0.0152329	0.113485	0.0511263	0.418395	0.181811	0.139756	0.0381381	0.00645537	0.0440877	0.0691747	0.0553421	0.445849	0.111065	0.0604334	0.0105203	0.00652425	0.110493	0.0363756	0.0276773	0.185827	0.543121	1.03259	2.23846	2.785716
3370	-406.799	-408.52	1.72015	0.7666075	8.155058	0.0441264	0.0250992	0.0668683	0.341389	0.0891658	0.0129647	0.00714355	0.005729	0.0205173	0.0697758	0.139662	0.0109943	0.0217981	0.00736494	0.0858009	0.162054	0.145023	0.157093	0.352301	0.338834	0.055619	0.00627855	0.0466373	0.302465	0.0587494	0.499992	0.0673911	0.0323071	0.0156464	0.00113225	0.0861414	0.0196643	0.035469	0.0884361	0.393334	0.947255	2.57097	3.331196
3380	-400.144	-404.389	4.24527	0.5629852	13.08924	0.0439937	0.0366257	0.11829	0.374885	0.0552501	0.0113071	0.0115759	0.0249286	0.0317109	0.0425205	0.0591664	0.0291056	0.055575	0.00405765	0.0222127	0.0623844	0.189874	0.115321	0.126759	0.173791	0.0364918	0.0159124	0.0177425	0.25868	0.0456378	0.461725	0.375163	0.0614053	0.0195761	0.00246326	0.0655231	0.0040101	0.0619255	0.045575	0.29106	0.861193	2.80217	3.015591
3390	-411.755	-413.738	1.98239	0.8047636	7.249342	0.0563869	0.0724404	0.0975908	0.219629	0.0860106	0.0389367	0.00789838	0.0686382	0.0333318	0.105154	0.20842	0.0467994	0.0457871	0.011092	0.0781764	0.0859191	0.148947	0.077565	0.275139	0.158367	0.00949486	0.0719629	0.0751165	0.310824	0.0250691	0.378498	0.262168	0.0395454	0.0370994	0.0016765	0.0310036	0.0106	0.0197393	0.096572	0.409045	0.958266	2.53612	3.195026
3400	-407.681	-414.414	6.73254	0.6058021	8.395804	0.04497	0.105427	0.0890897	0.106509	0.0704074	0.0120425	0.0346442	0.0783743	0.041644	0.165506	0.13536	0.055271	0.0367731	0.00550548	0.0734001	0.146874	0.123809	0.145498	0.156714	0.180724	0.0249501	0.0682414	0.0478682	0.172906	0.0272668	0.362463	0.116766	0.0286192	0.0164508	0.00362446	0.0365178	0.0333648	0.018856	0.0543069	0.315482	0.88425	2.74596	2.766437
3410	-404.673	-404.912	0.239302	1.53169	9.196939	0.0101216	0.168155	0.0545168	0.18504	0.0648122	0.0209181	0.009142	0.0884236	0.058258	0.249335	0.160648	0.19405	0.0319957	0.0130975	0.0309686	0.118933	0.165723	0.318205	0.150229	0.149124	0.0378638	0.194799	0.0902093	0.279693	0.0716267	0.170152	0.195105	0.0160488	0.0254328	0.00581815	0.064146	0.0345488	0.0132609	0.230177	0.593748	1.05223	2.12385	3.440401
3420	-413.106	-410.582	-2.52387	0.5041246	8.859576	0.00303324	0.050861	0.169295	0.0828129	0.0764283	0.0110653	0.0279591	0.0409656	0.0254122	0.27745	0.085547	0.0615701	0.0356879	0.0264176	0.0417554	0.0945072	0.123593	0.793746	0.249192	0.115116	0.0358015	0.317439	0.0860594	0.22624	0.0930962	0.273484	0.229218	0.0912453	0.0103004	0.0219775	0.0376167	0.0492915	0.00350551	0.0341548	0.2546	0.823247	2.888	3.867691
3430	-412.398	-416.36	3.96188	0.7939304	10.45299	0.00359257	0.113034	0.0813595	0.111245	0.0307315	0.0341386	0.0474754	0.0844971	0.0403291	0.315239	0.109994	0.0192307	0.0475415	0.0588768	0.0399604	0.076301	0.0619617	0.174314	0.227831	0.17095	0.0353433	0.242361	0.0951054	0.0446404	0.153825	0.445061	0.106433	0.0448622	0.00428725	0.0287961	0.0447784	0.0250204	0.00245081	0.0942665	0.404679	0.955259	2.5458	3.121566
3440	-404.721	-404.362	-0.358453	3.063013	10.38223	0.00238329	0.111075	0.0793442	0.021763	0.142417	0.0100034	0.0161009	0.0595268	0.0428306	0.181068	0.152747	0.0241906	0.0212376	0.0734391	0.0291964	0.12489	0.1071	0.427916	0.120263	0.207213	0.0739579	0.28422	0.0427754	0.0316365	0.149353	0.511776	0.0828176	0.0439955	0.00513252	0.0291373	0.0840947	0.0246345	0.0019556	0.394079	0.734958	1.08281	1.78815	3.320188
3450	-414.226	-415.308	1.0814	1.366457	11.77233	0.00138186	0.113408	0.0730297	0.143023	0.0828657	0.0398971	0.0278796	0.111999	0.0694473	0.204102	0.184425	0.0399955	0.16412	0.0567213	0.0082991	0.0801287	0.078405	0.234791	0.0727108	0.144454	0.0666339	0.365703	0.0583526	0.0713653	0.282335	0.275642	0.0323487	0.134616	0.00354672	0.0207944	0.0231198	0.0107393	0.00228168	0.203936	0.564706	1.04151	2.18985	3.278561
3460	-417.945	-413.518	-4.42714	2.446099	6.746366	0.00238374	0.202015	0.0588018	0.0512047	0.135255	0.0363118	0.0188633	0.0772519	0.0164239	0.0905926	0.267462	0.0130795	0.136249	0.0554106	0.014792	0.204146	0.105609	0.383866	0.123965	0.14704	0.05124	0.441479	0.077775	0.0930462	0.206039	0.337619	0.261768	0.112591	0.00372809	0.00433554	0.0648944	0.00648824	0.0014622	0.341286	0.695373	1.07799	1.88535	3.803188
3470	-420.85	-418.501	-2.34838	3.013087	7.540482	0.00195459	0.103404	0.0997319	0.0513884	0.0390785	0.0188733	0.045335	0.0506519	0.0212846	0.165308	0.16988	0.0164812	0.178177	0.132632	0.0169541	0.0973176	0.124324	0.287131	0.174616	0.199351	0.0249238	0.298164	0.0955263	0.105598	0.132503	0.424981	0.0727941	0.242387	0.0320869	0.00535609	0.0784629	0.00964736	0.00143386	0.390272	0.73225	1.08258	1.7949	3.517738
3480	-420.236	-411.905	-8.33083	1.542033	9.848736	0.00793998	0.0568491	0.0939971	0.0990621	0.0560846	0.0103408	0.0754638	0.0132221	0.0515221	0.270167	0.360007	0.0215888	0.0747443	0.10179	0.0529359	0.104152	0.213754	0.402438	0.143344	0.180155	0.0553493	0.057107	0.146428	0.114808	0.510473	0.439422	0.131872	0.283185	0.0656924	0.00996438	0.0882865	0.00207368	0.00381204	0.231743	0.595407	1.0528	2.12005	4.298032
3490	-412.762	-403.727	-9.03415	1.530597	10.31852	0.0239823	0.15358	0.0624735	0.107605	0.181667	0.0166161	0.0688858	0.0268709	0.0528118	0.131987	0.137935	0.0355164	0.0349717	0.0581168	0.0639093	0.151074	0.202204	0.533692	0.131227	0.22571	0.0988093	0.0475047	0.0536369	0.0318115	0.466649	0.59468	0.32137	0.141325	0.106589	0.00305571	0.0404993	0.00124294	0.00352768	0.230011	0.593571	1.05217	2.12425	4.311537
3500	-405.985	-409.236	3.25087	1.157331	11.62836	0.0488522	0.0662542	0.082543	0.0620962	0.0725524	0.0220307	0.0865562	0.0316228	0.0154906	0.156433	0.0580536	0.0114922	0.0950527	0.0689713	0.0454922	0.115624	0.213144	0.33328	0.0794705	0.0598426	0.0527285	0.0339074	0.053192	0.0601217	0.226602	0.364443	0.248305	0.154046	0.143971	0.00146857	0.0522913	0.00070833	0.00148715	0.167235	0.519422	1.02186	2.29148	3.118125
3510	-401.673	-403.949	2.2763	2.051623	7.811069	0.0955762	0.0952798	0.116766	0.0565727	0.0660759	0.0256529	0.0266382	0.0147431	0.0170811	0.250995	0.0637941	0.0392533	0.0510897	0.0194132	0.0638238	0.077304	0.07664	0.201943	0.0452364	0.13598	0.0442345	0.0568679	0.125164	0.0881653	0.127961	0.600418	0.162667	0.193131	0.0490088	0.00305591	0.0734735	0.000845766	0.00406951	0.29936	0.660393	1.07123	1.96902	3.06892
3520	-400.991	-403.817	2.82581	2.102577	9.038233	0.0467524	0.0504301	0.118938	0.0397541	0.0849689	0.0152406	0.00767973	0.00673713	0.0172086	0.221364	0.0594657	0.0195577	0.0790305	0.0194801	0.0690094	0.084234	0.198496	0.280383	0.0967502	0.0922565	0.0447673	0.0368994	0.0983237	0.0665873	0.221972	0.380485	0.137746	0.252968	0.161478	0.00405183	0.0729433	0.00227448	0.0031987	0.305219	0.665496	1.07236	1.95693	3.091431
3530	-405.209	-407.56	2.35198	2.013742	7.404822	0.145926	0.0749236	0.0802334	0.0188141	0.0680188	0.0348472	0.0503652	0.015363	0.0211683	0.18646	0.0337472	0.032325	0.0409596	0.0593324	0.0719609	0.0224673	0.185516	0.340833	0.100535	0.188171	0.0219312	0.0513622	0.0335774	0.0164623	0.187173	0.450777	0.185456	0.181237	0.0605864	0.00268196	0.0264312	0.0136248	0.00186344	0.29491	0.656467	1.07033	1.97829	3.005131
3540	-411.878	-409.129	-2.74914	1.520807	8.01447	0.13556	0.0672282	0.0904877	0.0160376	0.172014	0.0225177	0.0534018	0.0162368	0.0106198	0.195545	0.119429	0.00792473	0.0221865	0.0424954	0.0460695	0.150947	0.147484	0.433056	0.200152	0.0870981	0.0340955	0.206748	0.012743	0.0164246	0.355194	0.594581	0.208303	0.224728	0.058321	0.00787778	0.0090521	0.0175936	0.00293343	0.228519	0.591984	1.05162	2.12788	3.785084
3550	-410.42	-407.615	-2.80512	1.105456	9.302154	0.173164	0.0698962	0.139201	0.0195913	0.10621	0.00645922	0.0400205	0.00993187	0.0203811	0.28944	0.0765563	0.00479377	0.0415405	0.0420979	0.0770616	0.155342	0.0402209	0.417428	0.140631	0.398087	0.0336906	0.135037	0.0459899	0.0431558	0.155465	0.724843	0.177761	0.138899	0.0461292	0.00431984	0.0133248	0.0241529	0.00185953	0.157502	0.506306	1.01549	2.3207	3.812682
3560	-414.014	-416.06	2.04613	1.282161	9.539403	0.255749	0.0595016	0.0545161	0.0148105	0.153086	0.00809635	0.0454221	0.0124914	0.0268319	0.0928599	0.0538954	0.0105183	0.092528	0.0532539	0.0976476	0.10452	0.0558573	0.261776	0.1434	0.237435	0.0208849	0.079451	0.0225555	0.0550395	0.430575	0.365656	0.184045	0.0973916	0.0668699	0.00130359	0.0577899	0.0447023	0.0124761	0.189627	0.547766	1.03458	2.22803	3.272936
3570	-405.972	-406.769	0.796909	1.015748	7.454156	0.153784	0.0426863	0.070545	0.0239318	0.112543	0.0150485	0.0330695	0.0336267	0.0253791	0.151201	0.0468904	0.0346668	0.0384998	0.0192585	0.0461961	0.0756702	0.123715	0.397936	0.147	0.199901	0.0387888	0.121396	0.0568263	0.0334062	0.280005	0.44347	0.270027	0.0664601	0.170283	0.000926572	0.0428664	0.0284724	0.0113421	0.140085	0.481435	1.00256	2.37592	3.355817
3580	-411.34	-408.07	-3.26938	0.9339309	7.786055	0.0843489	0.0843925	0.139573	0.0172781	0.0949999	0.0150435	0.0413177	0.0348783	0.0660872	0.0725235	0.198339	0.109408	0.0224614	0.00596767	0.0244877	0.0617985	0.138779	0.405877	0.115454	0.142943	0.0208866	0.169209	0.0492237	0.0462316	0.298609	0.773207	0.193071	0.0808291	0.170453	0.0022642	0.203706	0.0220873	0.0159013	0.12359	0.455951	0.988128	2.43233	3.921636
3590	-404.34	-407.277	2.93694	0.412274	13.13216	0.0285791	0.0857841	0.106135	0.0174584	0.0711817	0.0325787	0.0458259	0.0122355	0.0392821	0.0622935	0.107135	0.0659429	0.0117978	0.00740798	0.0405211	0.137229	0.0989684	0.466536	0.0138	0.114956	0.0222929	0.178515	0.0679434	0.0266315	0.129361	0.475047	0.275972	0.106272	0.139948	0.000921359	0.097153	0.026007	0.0127009	0.0185242	0.190864	0.744228	3.04638	3.124412
3600	-405.435	-417.065	11.6299	0.6504183	10.75728	0.0538743	0.0373416	0.0471979	0.0193831	0.0863826	0.0552249	0.00981498	0.0316506	0.0642195	0.0576992	0.0329991	0.0436658	0.00603177	0.0021147	0.014943	0.12657	0.026731	0.391238	0.0135286	0.0940497	0.00962802	0.292251	0.0701509	0.0146902	0.190357	0.193864	0.10153	0.0523118	0.117112	0.000185942	0.10988	0.0257567	0.0237767	0.0636461	0.339166	0.905012	2.69218	2.416156
3610	-389.924	-405.557	15.6328	0.6424699	13.6335	0.0128249	0.0870804	0.0219172	0.0816565	0.0687479	0.0417017	0.00551558	0.0854332	0.0227238	0.11869	0.033608	0.0320269	0.0131169	0.00192282	0.00673802	0.0705604	0.130281	0.239784	0.011182	0.060572	0.0171169	0.0857849	0.0580191	0.0103868	0.109324	0.272447	0.160302	0.093669	0.101777	0.000209127	0.0642842	0.0113092	0.0140285	0.0619691	0.335073	0.90153	2.70143	2.14474
3620	-396.913	-416.184	19.2709	0.621903	16.24895	0.0221707	0.0369749	0.0258396	0.0243662	0.0592989	0.0486126	0.0104919	0.0161483	0.0424464	0.126496	0.036472	0.0735573	0.0161138	0.010819	0.00929387	0.0565234	0.037231	0.255947	0.0101768	0.0696542	0.0171318	0.0348611	0.0506418	0.0206746	0.0143737	0.331476	0.141586	0.0943429	0.145665	0.00102885	0.0537253	0.00216338	0.00481488	0.0576547	0.32423	0.892095	2.72602	1.901119
3630	-394.758	-409.395	14.637	0.7518233	17.24246	0.0376311	0.0903119	0.0575249	0.0297389	0.0110599	0.0119324	0.0085733	0.0135276	0.0265757	0.172903	0.0924418	0.0174953	0.00900976	0.00909694	0.0515035	0.00837742	0.107825	0.248959	0.0369867	0.0414051	0.0383754	0.0591655	0.0594981	0.00768604	0.00943445	0.232487	0.155783	0.108347	0.311783	0.00174606	0.081245	0.00271233	0.00370338	0.0852746	0.38699	0.942657	2.58508	2.154845
3640	-398.118	-416.738	18.6205	0.4663056	14.9979	0.0245488	0.197326	0.100984	0.02841	0.0348644	0.0176684	0.0157944	0.0131127	0.0239801	0.0854926	0.0882983	0.00591823	0.024079	0.0346779	0.017415	0.0179976	0.125491	0.125978	0.13781	0.0504633	0.0246623	0.0787833	0.0472085	0.0274298	0.00149286	0.234712	0.0215242	0.0978948	0.166809	0.000725409	0.0758899	0.00567619	0.000721701	0.0273258	0.229351	0.794114	2.94921	1.95384
3650	-400.14	-417.393	17.2526	0.2844291	14.67451	0.0116233	0.0862929	0.0966579	0.0129832	0.0375302	0.0182889	0.0216717	0.0173726	0.0236671	0.220839	0.0580693	0.0141103	0.0217333	0.0211932	0.0611656	0.0197184	0.0943408	0.349208	0.151183	0.0162388	0.0380497	0.0283655	0.0528158	0.0611719	0.00242813	0.215726	0.0756501	0.0891811	0.0851434	0.00217937	0.0447364	0.00658457	0.00197643	0.00411742	0.0924507	0.568702	3.33473	2.057895
3660	-393.435	-408.605	15.1709	0.4541187	12.70179	0.0155412	0.0377656	0.0450182	0.0591581	0.0153934	0.0133296	0.0282212	0.0192621	0.0112138	0.223369	0.0448518	0.0100648	0.018872	0.0853738	0.0281046	0.00383395	0.105921	0.319339	0.187464	0.02428	0.144361	0.0388525	0.0424654	0.0500281	0.00875133	0.204618	0.0343881	0.0671736	0.185448	0.0053158	0.0929912	0.0105456	0.00270321	0.0252328	0.220912	0.783783	2.97007	2.184018
3670	-381.916	-402.139	20.2231	0.5944265	14.67045	0.00453777	0.0151583	0.0285115	0.0174316	0.0413955	0.00765315	0.0124283	0.00925117	0.011001	0.210639	0.0294384	0.0130877	0.00636148	0.048873	0.0264417	0.0063222	0.0784979	0.223787	0.0898104	0.0223417	0.181316	0.0478731	0.0550743	0.0330171	0.0450866	0.294485	0.0383022	0.0790928	0.0979527	0.015999	0.0269645	0.0085818	0.00757157	0.0519606	0.30916	0.878449	2.76043	1.834285
3680	-386.689	-409.912	23.2228	0.7820297	18.09825	0.00787681	0.00950235	0.016322	0.0782061	0.0800866	0.0134772	0.01174	0.0256287	0.00292997	0.0854107	0.0157744	0.0145354	0.00665694	0.0604425	0.041899	0.00826698	0.0255657	0.16929	0.107963	0.0250056	0.13259	0.0377567	0.0525594	0.0121648	0.0840775	0.225009	0.0326225	0.112357	0.0493284	0.0117148	0.0618096	0.0135396	0.0236444	0.0917295	0.399797	0.951848	2.55663	1.655753
