Iteration	Posterior	Likelihood	Prior	age_extant	age_Kretzoiarctos_beatrix	alpha_cytb	alpha_morpho	alpha_ofbeta	beta_ofbeta	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates_mean	cats[1]	cats[2]	cats[3]	cats[4]	clock_morpho	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	fossil[1]	fossil[2]	fossil[3]	fossil[4]	fossil[5]	fossil[6]	fossil[7]	fossil[8]	fossil[9]	fossil[10]	fossil[11]	fossil[12]	fossil[13]	fossil[14]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	num_samp_anc	origin_time	psi	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	turnover
5190	-106.43	0	-106.43	54.99935	54.99874	0.1353698	3.838184	0.779409	0.6834953	0.10039	0.353417	0.0715531	0.737932	0.733047	0.0337068	0.422091	0.0798455	0.144663	0.451907	0.67776	1.29926	0.251966	0.0434052	0.281013	0.048842	0.247205	0.394617	0.20268	0.223688	0.112269	1.26665	0.0363336	0.0573706	0.252439	0.0720595	0.693343	0.324723	0.179809	0.770317	0.190096	0.210217	0.248025	0.00724912	0.819571	0.372882	0.118572	0.805849	0.179926	0.00646187	0.0266669	0.00419393	0.3697227	0.204293	0.424339	0.608156	0.818606	1.500335	-0.006812506	0.139622	0.342894	0.219356	0.0701645	0.0719108	0.156053	0.02607923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.299945	0.0700722	0.0739685	0.556014	14	55	0.06225115	1.95926e-05	0.0065515	0.197395	3.79603	0.445246	0.769421	1.08439	1.70094	0.0145899	0.138028	0.419737	0.427646	0.01926673	55	54.999	55	55	55	54.9945	54.9992	54.9987	55	55	55	54.9991	54.9992	55	1.353589
5200	-103.468	0	-103.468	54.99996	54.99089	0.07482453	2.767571	1.432794	1.505063	0.227408	0.425958	0.0249165	0.681704	0.369231	0.0179632	0.373165	0.117657	0.113828	0.620257	0.934911	0.655684	0.103401	0.0508329	0.0489489	0.0833801	0.105463	0.255388	0.390493	0.67606	0.0855004	0.286384	0.070537	0.0257737	1.09817	0.140248	0.670993	0.605088	0.480462	0.241905	0.0479413	0.252025	0.0933446	0.00272245	0.929033	0.220541	0.357034	0.47767	0.497592	0.00470911	0.0246942	0.000923744	0.2435357	0.228024	0.415936	0.567666	0.759103	0.5157642	0.01590569	0.235724	0.240978	0.131694	0.128259	0.0295648	0.23378	0.03716743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.367791	0.0777863	0.180585	0.373838	13	55	0.07173757	4.98297e-09	0.000105113	0.0356906	3.9642	0.370441	0.717789	1.0811	1.83067	0.00214896	0.0425302	0.148317	0.807004	0.05307312	55	54.9912	55	55	55	30.5432	54.9976	54.9909	55	55	55	52.3759	55	55	0.700306
5210	-85.3466	0	-85.3466	54.99941	53.60749	0.2727179	3.503332	2.751488	1.447436	0.148068	0.0309529	0.0156607	0.223489	0.271005	0.0283557	0.521484	0.0602618	0.0562582	0.330958	0.429279	0.251552	0.382612	0.0287632	0.0645801	0.120351	0.101418	0.21572	0.408042	0.386731	0.159159	0.151907	0.0928481	0.0715757	0.297206	0.123344	0.521766	0.772539	0.34602	0.101409	0.0212741	0.15018	0.0225091	0.000266628	0.398118	0.103551	0.106362	0.133076	0.905726	0.027056	0.0567388	0.00171582	0.1959105	0.360796	0.549904	0.680471	0.829564	0.6600274	0.03936527	0.382569	0.283785	0.0681052	0.103262	0.0445746	0.117704	0.02389982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.285681	0.203204	0.0603647	0.450751	13	55	0.08011519	0.00334362	0.0835191	0.547011	3.36613	0.424806	0.756069	1.08408	1.73505	0.00372808	0.0146355	0.676709	0.304928	0.06326508	55	54.9991	55	55	55	49.8832	54.9994	53.6075	55	55	55	31.1862	54.9922	55	0.3777726
5220	-84.5628	0	-84.5628	55	54.99999	1.110813	2.028205	2.780808	2.084057	0.146536	0.0602604	0.0460678	0.126717	0.322807	0.0417367	0.29065	0.146089	0.127229	0.174451	0.308714	0.14232	0.696548	0.102929	0.135041	0.439838	0.162315	0.583767	0.219152	0.12189	0.354858	0.130843	0.0692452	0.0490979	0.241744	0.204001	0.153769	0.210189	0.872874	0.18852	0.0223372	0.134311	0.0074592	0.000178081	0.339099	0.203903	0.195509	0.157287	0.329335	0.0676554	0.00480096	0.00456095	0.2254034	0.317771	0.491823	0.618388	0.775008	1.872396	0.02439946	0.30707	0.240624	0.0652277	0.161952	0.103835	0.121291	0.01960076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.153062	0.274821	0.0344775	0.53764	14	55	0.1259707	0.158519	0.507701	1.01618	2.3176	0.296619	0.65798	1.07068	1.97472	0.0115439	0.0198268	0.903273	0.065356	0.04400023	55	55	55	55	55	54.1062	54.9989	55	55	55	55	52.2552	52.5361	55	0.4454696
5230	-62.4079	0	-62.4079	55	54.99964	0.8510192	2.63941	2.471946	1.962505	0.0575285	0.0712773	0.0267829	0.0480446	0.396082	0.0344398	0.053124	0.143379	0.160509	0.347923	0.179839	0.110172	0.208453	0.0145	0.343841	0.513032	0.0516697	0.442469	0.154716	0.0778885	0.242152	0.0616189	0.0597429	0.012546	0.0333729	0.131121	0.0917779	0.0314898	0.164397	0.0470681	0.015504	0.119636	0.00181904	0.000188796	0.044318	0.130119	0.251688	0.134385	0.114151	0.0313496	0.0035417	0.00136025	0.1552749	0.300113	0.477576	0.608864	0.771795	0.1056805	0.01503668	0.138302	0.288379	0.183833	0.0665507	0.148739	0.174196	0.02457573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.197073	0.129383	0.0105376	0.663006	13	55	0.1062816	0.10636	0.426891	0.970147	2.4966	0.359288	0.709383	1.08005	1.85128	0.0231294	0.0622492	0.473873	0.440749	0.03961241	55	55	55	55	55	55	54.9997	54.9996	55	55	55	36.6124	53.773	55	0.6204048
5240	-52.2551	0	-52.2551	55	54.79247	1.099313	1.44868	3.428353	1.452988	0.0259144	0.131375	0.0211362	0.0401892	0.125799	0.0174503	0.0467448	0.0421515	0.128189	0.128001	0.232281	0.141114	0.218196	0.0110589	0.119561	0.432681	0.0865292	0.419554	0.14362	0.0520743	0.224247	0.120018	0.0904578	0.0260389	0.0175291	0.146642	0.0580428	0.0506141	0.180957	0.0566365	0.00977402	0.118316	0.00438918	0.000202481	0.0264411	0.118044	0.298822	0.0952036	0.0683604	0.0258629	0.00478351	0.00124962	0.1382434	0.412641	0.595523	0.716018	0.84994	1.106617	0.01104056	0.122722	0.114525	0.445061	0.0584323	0.145921	0.113338	0.04027709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126179	0.107089	0.0155615	0.75117	14	55	0.09296594	0.156333	0.504694	1.01469	2.32429	0.217285	0.579785	1.04726	2.15567	0.186392	0.266464	0.228176	0.318968	0.05131765	55	55	55	55	55	33.4298	55	54.7925	55	55	55	34.4062	54.7816	55	0.7848584
5250	-86.7056	0	-86.7056	54.99998	54.99998	2.705899	0.3499191	2.213715	1.005941	0.081927	0.229664	0.038461	0.143693	0.179896	0.0560179	0.196809	0.0101774	0.246694	0.1784	0.920148	0.344332	0.474621	0.086607	0.431048	0.200918	0.428172	0.580504	0.0947612	0.22559	0.163407	0.105504	0.0920479	0.114308	0.0824325	0.463611	0.0590541	0.0689765	0.255625	0.21915	0.00940715	0.0892794	0.0121538	0.0003682	0.0521911	0.380478	0.136123	0.119847	0.203761	0.145156	0.0363028	0.00920246	0.2232117	0.351613	0.557844	0.699755	0.853567	0.9912796	0.01160954	0.280974	0.0359037	0.138068	0.094595	0.20393	0.246529	0.02800277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.181226	0.141203	0.0243054	0.653266	13	55	0.07726669	0.365147	0.713824	1.08062	1.84041	0.0102012	0.143492	0.670861	3.17545	0.114627	0.489503	0.224718	0.171152	0.03961232	55	55	55	55	55	13.3846	53.5366	55	55	55	55	54.4178	54.9999	55	0.7069209
5260	-104.062	0	-104.062	54.99971	52.54421	2.739295	0.5479389	2.112087	1.42011	0.590166	0.692598	0.219478	0.311979	0.152011	0.239855	0.789687	0.110249	0.207251	0.366475	0.366507	0.378803	0.720644	0.234929	0.209994	0.171251	0.699794	0.907669	0.0632095	0.298745	1.46303	0.470722	0.177534	0.504866	0.225276	0.575325	0.200678	0.0676371	0.478902	0.329871	0.025234	0.442834	0.0975596	0.00056307	0.326725	0.258312	0.354958	0.215147	0.499431	0.100641	0.204643	0.0121773	0.2806498	0.305273	0.498574	0.639901	0.806415	0.316784	0.0887149	0.185859	0.0207719	0.166892	0.128671	0.336667	0.16114	0.0076702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.341204	0.382952	0.122264	0.153579	14	55	0.126967	0.368031	0.715989	1.08089	1.83509	0.042581	0.282064	0.852243	2.82311	0.0277224	0.491209	0.224101	0.256968	0.0963851	55	54.9996	55	55	55	52.5441	54.9982	52.5442	55	55	55	54.9979	54.9993	54.9999	0.07957869
5270	-97.9629	0	-97.9629	55	54.99998	1.01232	1.132446	3.817885	1.672324	0.405693	0.375857	0.136516	0.284165	0.0445208	0.130429	0.721734	0.133532	0.657678	0.285457	0.390778	0.33176	0.461739	0.131095	0.334541	0.224064	0.326764	0.809085	0.178851	0.441818	0.390932	0.262767	0.249097	0.289716	0.248374	0.561415	0.129316	0.0365606	0.743363	0.42054	0.114656	0.5409	0.504841	0.000995508	0.85893	0.190425	0.461402	0.239344	0.126843	0.0162968	0.138778	0.0100203	0.3467104	0.421383	0.596734	0.712124	0.842655	0.5073744	0.06820501	0.0209708	0.0069427	0.394533	0.324766	0.158176	0.0946121	0.006605605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.245114	0.232649	0.359448	0.162789	14	55	0.1031644	0.139405	0.480424	1.00201	2.37816	0.162597	0.513237	1.01889	2.30527	0.0300779	0.50178	0.290923	0.177218	0.07481061	55	55	55	55	55	54.9999	55	55	55	55	55	54.4953	54.8281	55	0.08829769
5280	-94.646	0	-94.646	55	51.79346	0.8630332	2.580424	0.4843269	2.206097	0.279603	0.176853	0.116625	0.217641	0.0290952	0.468047	1.31762	0.153686	0.365773	0.430567	0.317482	0.276142	0.305562	0.026519	0.246362	0.187199	0.52994	0.706799	0.385874	0.353282	0.341351	0.205148	0.706063	0.158525	0.256866	0.541847	0.0421291	0.104847	0.580569	0.08929	0.117016	0.245703	0.235508	0.00139353	0.511619	0.333256	0.354445	0.178305	0.34993	0.0204	0.254232	0.0134188	0.2796204	0.0909301	0.223159	0.363831	0.587917	1.004873	0.07635902	0.0498252	0.00964387	0.53602	0.0714199	0.300407	0.0326847	0.001706164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.303757	0.377391	0.197936	0.120916	14	55	0.1140445	0.108884	0.431326	0.972999	2.48679	0.353951	0.705288	1.07949	1.86128	0.0157302	0.744004	0.0342743	0.205991	0.07806519	55	54.9857	55	55	55	54.4478	55	51.7935	55	55	55	21.2285	55	55	0.02185563
5290	-107.616	0	-107.616	54.99402	54.82606	0.2267165	1.224319	0.1554439	1.405686	0.820481	0.14825	0.717415	0.462702	0.0106986	0.217877	1.04408	0.344509	0.815491	0.154397	0.493175	0.449099	0.643922	0.0249465	0.0966496	0.134311	0.389079	0.205611	0.310689	0.524224	0.335515	0.0715926	0.249659	0.335216	0.744308	0.745012	0.0390696	0.100874	0.745108	0.202826	0.199719	0.353692	0.211311	0.00417654	0.515749	0.590487	0.281653	0.251934	0.658132	0.0323882	0.440449	0.0695063	0.3827222	0.0740188	0.21393	0.37702	0.632871	4.503336	0.03790394	0.137345	0.0214339	0.295717	0.410468	0.101776	0.0332605	0.004679451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.549503	0.0482217	0.291365	0.110911	14	55	0.09060878	0.00119813	0.0504694	0.449748	3.49858	0.179432	0.535157	1.0291	2.25631	0.467856	0.370972	0.0393216	0.12185	0.04258339	55	11.9333	55	55	55	54.9853	54.9862	54.8261	55	55	55	41.0528	54.3759	55	0.1098891
5300	-111.439	0	-111.439	54.91665	50.5684	0.1351241	0.8059499	0.5860162	1.417342	1.45595	0.219726	0.606637	0.122465	0.0073757	0.114552	1.66735	0.845402	0.464704	0.150398	0.348579	0.764774	0.598102	0.0637317	0.321024	1.95958	0.458526	0.188459	0.0994552	0.501621	0.333899	0.101812	0.174726	0.235901	0.752114	0.408112	0.0503378	0.0570417	0.925661	0.521386	0.241906	0.922024	0.29248	0.0218788	0.430311	0.283826	0.886409	0.42544	0.476386	0.0869418	0.42538	0.146157	0.3718312	0.129532	0.298518	0.46297	0.693666	2.077653	0.04869595	0.368603	0.052977	0.25285	0.212873	0.059029	0.053668	0.006721273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.433465	0.0858334	0.423662	0.0570402	14	55	0.1286272	1.92319e-05	0.00649111	0.196646	3.79684	0.0968242	0.409519	0.95859	2.53507	0.305488	0.351816	0.120457	0.22224	0.05541722	55	50.561	55	55	55	54.769	54.8865	50.5684	55	55	55	53.2894	53.9018	55	0.1212849
5310	-85.3713	0	-85.3713	55	54.9787	0.1276	1.465436	0.4006529	1.633228	0.22221	0.123651	0.362457	0.24205	0.00789718	0.315498	0.383865	0.521599	0.10357	0.0921457	0.273593	0.535138	0.721935	0.0240925	0.101324	0.368473	0.74174	0.104143	0.231923	0.319919	0.115406	0.107183	0.0585289	0.12657	0.56844	0.246029	0.118975	0.0426887	0.127475	0.14666	0.642286	0.313161	0.150232	0.0135362	0.219315	0.420507	0.404714	0.109567	0.57001	0.0294915	0.137387	0.0816617	0.2526821	0.0977208	0.246227	0.403469	0.641472	2.85563	0.05247937	0.292927	0.148554	0.260597	0.095177	0.165699	0.0370464	0.00367809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.270137	0.09642	0.601969	0.031474	14	55	0.1082763	1.05146e-05	0.00480392	0.173779	3.82141	0.219933	0.5827	1.04833	2.14904	0.213096	0.364075	0.142354	0.280475	0.05615746	55	54.9979	55	55	55	54.9923	55	54.9787	55	55	55	51.2172	52.0441	55	0.06549601
5320	-92.8874	0	-92.8874	54.993	17.33028	0.3287536	0.6038991	0.3037281	0.5848832	0.073196	0.28747	0.580637	0.20616	0.00429075	0.995446	0.613745	0.300834	0.12601	0.212897	0.300089	0.460318	0.517631	0.0235562	0.0604148	0.337788	0.525381	0.138433	0.0850413	0.871482	0.18992	0.0643273	0.155697	0.189952	0.263076	0.513651	0.0644662	0.0953508	0.375681	0.597066	1.04208	0.367995	0.174217	0.0264672	0.331736	0.545336	0.485352	0.572736	0.107217	0.0213516	0.389356	0.0950137	0.3196516	0.133953	0.340397	0.542027	0.788958	0.533666	0.0498071	0.280093	0.153999	0.390964	0.0572552	0.0589061	0.0587825	0.004164673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0505111	0.700989	0.233614	0.0148861	14	55	0.114724	0.00791517	0.126969	0.641076	3.22404	0.0539132	0.314433	0.883295	2.74836	0.053991	0.511146	0.121702	0.313161	0.05397177	55	54.3848	55	55	55	54.992	54.6702	17.3303	55	55	55	54.2125	54.6089	55	0.07716391
5330	-68.6051	0	-68.6051	54.9996	48.22858	0.3316603	1.811173	0.5509883	0.2195383	0.0189515	0.114952	0.639781	0.274788	0.0052953	0.340882	0.697013	0.0554766	0.292194	0.116548	0.324957	0.0720684	0.589129	0.0191135	0.0216974	0.171814	0.172245	0.40542	0.0920955	0.146893	0.058259	0.0709071	0.101108	0.110428	0.31919	0.0566412	0.150585	0.0473088	0.163622	0.0594974	0.1231	0.146816	0.142462	0.0243886	0.27549	0.192348	0.476404	0.187895	0.0326566	0.010584	0.184742	0.048993	0.1749981	0.215308	0.470061	0.675501	0.878399	0.2573349	0.06404078	0.351984	0.0667145	0.377039	0.0692166	0.0827352	0.0523112	0.01855604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0631564	0.410737	0.438407	0.0876992	14	55	0.07915387	0.00821154	0.129244	0.645335	3.21721	0.269643	0.633304	1.06446	2.0326	0.157751	0.376023	0.180961	0.285265	0.08259682	55	54.9982	55	55	55	54.9992	54.9965	48.2286	55	55	55	54.991	54.9969	54.9999	0.224658
5340	-68.2863	0	-68.2863	55	53.29439	0.2345985	2.357156	0.4153881	0.2360655	0.00995918	0.0817197	0.608869	0.10473	0.00642879	0.141777	1.02145	0.146057	0.149645	0.13238	0.0545965	0.0782042	0.41497	0.0472356	0.0645637	0.0915785	0.204045	0.291439	0.0372167	0.125575	0.267368	0.119805	0.232928	0.221113	0.25589	0.0658996	0.0821997	0.0467191	0.0615347	0.124812	0.325151	0.122618	0.174141	0.00749129	0.0522909	0.491636	0.20064	0.151626	0.0104577	0.0105199	0.148972	0.131177	0.189974	0.187006	0.435319	0.647663	0.865276	0.4698489	0.04274811	0.0658359	0.0956563	0.293334	0.207484	0.283638	0.0540519	0.02262948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23489	0.153101	0.3749	0.23711	14	55	0.1305863	0.00146998	0.0558152	0.467861	3.47485	0.332482	0.688311	1.07681	1.9024	0.168647	0.177666	0.479611	0.174076	0.06537759	55	54.9997	55	55	55	54.9999	54.7948	53.2944	55	55	55	55	55	55	0.3461351
5350	-47.0343	0	-47.0343	55	40.90498	0.1500769	1.723625	0.5682722	0.3509166	0.00277805	0.0294704	0.113869	0.0359573	0.00676062	0.166778	0.385838	0.109313	0.414207	0.0255644	0.137379	0.0268409	0.118811	0.0064112	0.0435908	0.156736	0.0822959	0.0650076	0.0177189	0.107794	0.322913	0.0994685	0.203249	0.0472888	0.0421108	0.0202054	0.0319284	0.209438	0.0555355	0.246945	0.168321	0.0964655	0.412558	0.0272255	0.0384936	0.0559248	0.0216425	0.22134	0.0116663	0.00788698	0.175006	0.0317861	0.1194264	0.202501	0.444324	0.645466	0.856624	1.408772	0.0205906	0.0271831	0.222764	0.297123	0.202127	0.165545	0.0852571	0.01216697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.157584	0.217162	0.500229	0.125025	14	55	0.1236167	5.333e-05	0.0107881	0.242058	3.7471	0.257894	0.62199	1.06124	2.05887	0.109365	0.421894	0.232605	0.236137	0.03275757	55	55	55	55	55	55	54.9999	40.905	55	55	55	54.9953	54.9985	55	0.3714246
5360	-65.5098	0	-65.5098	55	43.46055	0.165777	1.68114	0.3204069	0.2138259	0.0207202	0.0370165	0.260592	0.0950485	0.0203608	0.642775	0.228038	0.519881	0.75466	0.0222306	0.0855604	0.10854	0.288394	0.00912305	0.0873634	0.178301	0.158202	0.201865	0.0774687	0.25894	0.0556956	0.163582	0.0712009	0.102062	0.22941	0.1319	0.12941	0.344534	0.194774	0.260184	0.070874	0.0740171	0.195484	0.0384979	0.0560316	0.204592	0.0771939	0.17853	0.0622891	0.00754399	0.261112	0.0388274	0.1642564	0.170655	0.416861	0.635191	0.861406	1.030258	0.05107359	0.00830276	0.291507	0.0611986	0.370712	0.173302	0.0949776	0.004390607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.325174	0.285691	0.298816	0.0903183	14	55	0.1469971	0.000127613	0.01665	0.288741	3.69448	0.251998	0.616171	1.0595	2.07233	0.302998	0.213538	0.344651	0.138813	0.0554642	55	55	55	55	55	55	55	43.4605	55	55	55	54.9963	54.9991	55	0.07916109
5370	-76.8525	0	-76.8525	54.94493	54.7002	0.2395421	5.63139	0.7580634	0.1675448	0.024546	0.0452338	0.0601204	0.268772	0.0095543	0.222937	0.159044	0.345159	0.515321	0.0523929	0.531857	0.161956	0.182086	0.00615318	0.115011	0.0879035	0.188269	0.199858	0.107924	0.199312	0.0645866	0.0505216	0.399051	0.10486	0.0382273	0.0297023	0.0360396	0.498897	0.171114	0.0684646	0.0665234	0.495522	0.215459	0.0466224	0.05577	0.232628	0.104299	0.28545	0.135038	0.0105674	0.0931026	0.153494	0.2088773	0.261182	0.524139	0.718903	0.899465	1.848631	0.07499606	0.00822655	0.0953748	0.0213751	0.347623	0.35062	0.176781	0.008882288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.153686	0.276078	0.495225	0.0750101	14	55	0.1005838	0.00165967	0.0592484	0.478906	3.46019	0.526361	0.817672	1.08206	1.5739	0.247224	0.0955332	0.388305	0.268938	0.08387834	55	45.0833	55	55	55	54.9376	54.8718	54.7002	55	55	55	48.6305	52.6597	55	0.1058949
5380	-92.4196	0	-92.4196	54.99225	54.98192	0.3127149	2.020712	0.7178209	0.06839395	0.112364	0.218653	0.136801	0.197983	0.0155495	0.66401	0.238545	0.21985	0.632435	0.184776	0.289747	0.891562	0.270919	0.115694	0.88378	0.12338	0.220081	0.263314	0.0861613	0.232009	0.195912	0.177731	0.419835	0.366474	0.22166	0.0699527	0.0840768	0.470935	0.276269	0.168369	0.362794	0.362858	0.325059	0.237476	0.048958	0.519147	0.132246	0.798518	0.170279	0.0519721	0.715969	0.259441	0.2859284	0.269771	0.542754	0.740145	0.913501	0.3563077	0.05233276	0.0346942	0.107203	0.017816	0.573951	0.248921	0.017415	0.00388078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0590427	0.680421	0.227362	0.0331738	14	55	0.05956472	0.00638327	0.114416	0.616551	3.26265	0.295735	0.657198	1.0705	1.97657	0.7127	0.0539689	0.177622	0.0557095	0.05621354	55	54.9796	55	54.9986	55	15.3729	43.642	54.9819	55	55	55	54.7928	54.8093	54.9975	0.06903639
5390	-121.267	0	-121.267	54.99672	54.98199	0.2631283	0.5539268	0.8665398	0.08762625	0.431734	0.336087	0.37831	0.84655	0.0221541	0.593628	0.175904	0.0447648	0.25368	0.103604	0.122597	0.483046	0.141221	0.248818	0.538791	0.595111	0.766426	0.386027	0.143874	0.28963	0.574127	0.432137	2.50893	0.19775	0.146852	0.0800119	0.75424	2.41453	0.953983	0.632729	0.0856461	0.458673	0.301045	0.0794437	0.0327953	2.34195	0.040245	0.834059	0.189657	0.109215	0.447456	0.274805	0.6476244	0.293679	0.563988	0.752666	0.917	2.4739	0.07433707	0.0329954	0.0906315	0.017941	0.449513	0.389849	0.0190707	0.008214095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32129	0.214453	0.385433	0.0788244	14	55	0.1024753	0.00278089	0.0763214	0.528366	3.39253	0.0437671	0.285671	0.855862	2.8147	0.498347	0.0374876	0.325215	0.13895	0.08255116	55	54.5753	55	54.9995	55	54.9819	54.2768	54.982	55	55	55	54.3174	54.6757	54.999	0.09950308
5400	-48.5608	0	-48.5608	54.99996	54.99985	0.4177812	0.4299758	3.344088	0.2091596	0.0781206	0.11688	0.136802	0.136811	0.0219864	0.0453312	0.0997804	0.0191863	0.0191649	0.0494641	0.114121	0.101291	0.0319681	0.211163	0.155044	0.438851	0.036496	0.0521242	0.0737693	0.0220773	0.0813514	0.154757	0.0493446	0.128753	0.132136	0.0195635	0.119166	0.11045	0.205455	0.0769674	0.0238153	0.0998079	0.0613446	0.0118543	0.0212216	0.349255	0.0682548	0.318952	0.00725873	0.0373854	0.0831814	0.0335606	0.1285583	0.553036	0.756928	0.8657	0.953379	0.6139541	0.03400162	0.0320138	0.14582	0.0453343	0.498978	0.248721	0.0291334	0.01959998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.60742	0.135894	0.193909	0.0627766	14	55	0.06661741	0.019361	0.194909	0.749826	3.0359	0.0212657	0.203772	0.761782	3.01318	0.419469	0.0477626	0.441842	0.0909269	0.0536016	55	54.9974	55	55	55	54.9987	54.996	54.9999	55	55	55	14.8299	49.7857	55	0.3656604
5410	-44.4097	0	-44.4097	54.99588	54.48715	0.5263406	0.3488892	2.988155	0.3928081	0.0315191	0.0951526	0.0381184	0.141652	0.0124614	0.0474751	0.0701282	0.0363557	0.0236005	0.0419229	0.0475273	0.0292914	0.0591139	0.0877679	0.202895	0.274968	0.0580209	0.0217252	0.10564	0.0886541	0.147161	0.307231	0.0734124	0.0926564	0.0162215	0.0111155	0.144561	0.0665227	0.214389	0.0638426	0.0212931	0.107465	0.0791035	0.0112022	0.0344398	0.278146	0.126553	0.100579	0.0179518	0.0217641	0.0408609	0.00400876	0.08591863	0.496981	0.706854	0.827384	0.933422	1.59863	0.07910897	0.0587674	0.208921	0.0273845	0.2994	0.332281	0.0732456	0.009650398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0952563	0.0851652	0.722847	0.0967311	14	55	0.08930976	0.0383676	0.268764	0.838527	2.85434	0.0100832	0.142691	0.669476	3.17775	0.0628581	0.475375	0.358389	0.103378	0.08875937	55	54.9735	55	54.9998	55	54.9709	54.9928	54.4871	55	55	55	53.1652	54.4639	54.9989	0.1087254
5420	-21.4674	0	-21.4674	54.99973	54.99964	0.1446088	0.03717525	0.9893825	0.48064	0.100072	0.0336323	0.0154891	0.112992	0.018576	0.00521914	0.044223	0.0722258	0.0305289	0.0198175	0.064008	0.040634	0.0862814	0.0834091	0.0987083	0.0996218	0.164936	0.0118183	0.115684	0.108708	0.091139	0.0413109	0.0320188	0.0607263	0.00415005	0.0163013	0.0569456	0.0781613	0.101634	0.118046	0.00577981	0.0173429	0.113193	0.00772915	0.0270201	0.0644164	0.0333699	0.189604	0.0177203	0.0123425	0.0104059	0.00232626	0.05459158	0.257826	0.495636	0.676242	0.863517	1.14656	0.05160413	0.107978	0.159634	0.0223733	0.133412	0.367598	0.209005	0.00585772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22758	0.119431	0.623065	0.0299232	14	55	0.08119766	3.76388e-05	0.00906982	0.22551	3.76538	3.55901e-17	8.91147e-09	0.00072925	3.99927	0.166328	0.381443	0.368099	0.0841302	0.05746185	55	54.9997	55	55	55	54.9997	54.9996	54.9996	55	55	55	49.9525	54.9995	55	0.101941
